state_name,Day,people_fully_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations,total_vaccinations_per_hundred
Alabama,2021-01-12,7270,0.15,78134,1
Alabama,2021-01-13,9245,0.19,84040,1
Alabama,2021-01-15,13488,0.28,100567,2
Alabama,2021-01-19,16346,0.33,130795,2
Alabama,2021-01-20,17956,0.37,139200,2
Alabama,2021-01-21,21345,0.44,165919,3
Alabama,2021-01-22,24840,0.51,199314,4
Alabama,2021-01-23,27422,0.56,221540,4
Alabama,2021-01-24,29736,0.61,243737,4
Alabama,2021-01-25,29978,0.61,250612,5
Alabama,2021-01-26,30933,0.63,254959,5
Alabama,2021-01-27,33595,0.69,266444,5
Alabama,2021-01-28,37431,0.76,278993,5
Alabama,2021-01-29,44073,0.9,300915,6
Alabama,2021-01-30,53742,1.1,342436,6
Alabama,2021-01-31,55331,1.13,353974,7
Alabama,2021-02-01,56308,1.15,358280,7
Alabama,2021-02-02,58825,1.2,371882,7
Alabama,2021-02-03,62990,1.28,388339,7
Alabama,2021-02-04,69155,1.41,408428,8
Alabama,2021-02-05,76603,1.56,430597,8
Alabama,2021-02-06,84278,1.72,455173,9
Alabama,2021-02-07,86141,1.76,462332,9
Alabama,2021-02-08,88453,1.8,467636,9
Alabama,2021-02-09,95033,1.94,490969,10
Alabama,2021-02-10,102520,2.09,515802,10
Alabama,2021-02-11,111036,2.26,543237,11
Alabama,2021-02-12,122019,2.49,571115,11
Alabama,2021-02-13,133029,2.71,601159,12
Alabama,2021-02-14,137032,2.79,612254,12
Alabama,2021-02-16,149288,3.04,636682,12
Alabama,2021-02-17,154341,3.15,650020,13
Alabama,2021-02-18,165104,3.37,672038,13
Alabama,2021-02-19,192304,3.92,739132,15
Alabama,2021-02-20,214512,4.37,776936,15
Alabama,2021-02-21,219639,4.48,788613,16
Alabama,2021-02-22,228101,4.65,793614,16
Alabama,2021-02-23,239425,4.88,815108,16
Alabama,2021-02-24,253615,5.17,839703,17
Alabama,2021-02-25,268465,5.48,864757,17
Alabama,2021-02-26,286095,5.83,893859,18
Alabama,2021-02-27,307868,6.28,931090,18
Alabama,2021-02-28,313290,6.39,942502,19
Alabama,2021-03-01,316073,6.45,948393,19
Alabama,2021-03-02,330046,6.73,972161,19
Alabama,2021-03-03,346841,7.07,1000031,20
Alabama,2021-03-04,365456,7.45,1032171,21
Alabama,2021-03-05,383078,7.81,1064578,21
Alabama,2021-03-06,402061,8.2,1099697,22
Alabama,2021-03-07,406723,8.3,1110132,22
Alabama,2021-03-08,409937,8.36,1116676,22
Alabama,2021-03-09,420083,8.57,1140984,23
Alabama,2021-03-10,435018,8.87,1173820,23
Alabama,2021-03-11,452746,9.23,1209802,24
Alabama,2021-03-12,472325,9.63,1249205,25
Alabama,2021-03-13,492755,10.05,1288242,26
Alabama,2021-03-14,497653,10.15,1298612,26
Alabama,2021-03-15,501344,10.22,1306419,26
Alabama,2021-03-16,511869,10.44,1332298,27
Alabama,2021-03-17,523649,10.68,1363987,27
Alabama,2021-03-18,533375,10.88,1390066,28
Alabama,2021-03-19,547257,11.16,1426696,29
Alabama,2021-03-20,561254,11.45,1460782,29
Alabama,2021-03-21,566632,11.56,1472666,30
Alabama,2021-03-22,569127,11.61,1479271,30
Alabama,2021-03-23,579598,11.82,1509445,30
Alabama,2021-03-24,589979,12.03,1542416,31
Alabama,2021-03-25,600666,12.25,1579091,32
Alabama,2021-03-26,611694,12.48,1611404,32
Alabama,2021-03-27,623385,12.71,1645858,33
Alabama,2021-03-28,628500,12.82,1659102,33
Alabama,2021-03-29,631388,12.88,1666585,33
Alabama,2021-03-30,643450,13.12,1697641,34
Alabama,2021-03-31,656899,13.4,1728736,35
Alabama,2021-04-01,673773,13.74,1771979,36
Alabama,2021-04-02,691082,14.09,1813462,36
Alabama,2021-04-03,705197,14.38,1847243,37
Alabama,2021-04-04,709849,14.48,1858833,37
Alabama,2021-04-05,711596,14.51,1864857,38
Alabama,2021-04-06,725270,14.79,1896920,38
Alabama,2021-04-07,744961,15.19,1935221,39
Alabama,2021-04-08,764450,15.59,1976344,40
Alabama,2021-04-09,788325,16.08,2021334,41
Alabama,2021-04-10,811323,16.55,2065327,42
Alaska,2021-01-12,5400,0.74,35838,4
Alaska,2021-01-13,6166,0.84,38680,5
Alaska,2021-01-15,9406,1.29,49039,6
Alaska,2021-01-19,10802,1.48,66331,9
Alaska,2021-01-20,11283,1.54,68293,9
Alaska,2021-01-21,12352,1.69,71907,9
Alaska,2021-01-22,13718,1.88,81096,11
Alaska,2021-01-23,15206,2.08,88344,12
Alaska,2021-01-24,16201,2.21,94257,12
Alaska,2021-01-25,16673,2.28,97031,13
Alaska,2021-01-26,16815,2.3,98149,13
Alaska,2021-01-27,18097,2.47,101597,13
Alaska,2021-01-28,20045,2.74,105858,14
Alaska,2021-01-29,21593,2.95,110396,15
Alaska,2021-01-30,23320,3.19,115268,15
Alaska,2021-01-31,24545,3.36,119590,16
Alaska,2021-02-01,25467,3.48,122020,16
Alaska,2021-02-02,26207,3.58,123443,16
Alaska,2021-02-03,27528,3.76,125765,17
Alaska,2021-02-04,30172,4.12,129936,17
Alaska,2021-02-05,32593,4.46,134002,18
Alaska,2021-02-06,35773,4.89,139147,19
Alaska,2021-02-07,39541,5.41,146082,19
Alaska,2021-02-08,40812,5.58,150934,20
Alaska,2021-02-09,41698,5.7,152874,20
Alaska,2021-02-10,43552,5.95,156255,21
Alaska,2021-02-11,46006,6.29,162273,22
Alaska,2021-02-12,48969,6.69,167436,22
Alaska,2021-02-13,52380,7.16,175138,23
Alaska,2021-02-14,57117,7.81,183831,25
Alaska,2021-02-16,60964,8.33,191008,26
Alaska,2021-02-17,62474,8.54,193617,26
Alaska,2021-02-18,65245,8.92,199151,27
Alaska,2021-02-19,71892,9.83,216223,29
Alaska,2021-02-20,78623,10.75,227403,31
Alaska,2021-02-21,82272,11.25,235141,32
Alaska,2021-02-22,84131,11.5,238279,32
Alaska,2021-02-23,84746,11.58,239927,32
Alaska,2021-02-24,86836,11.87,243650,33
Alaska,2021-02-25,90214,12.33,249559,34
Alaska,2021-02-26,92233,12.61,254334,34
Alaska,2021-02-27,95331,13.03,259538,35
Alaska,2021-02-28,97554,13.34,264741,36
Alaska,2021-03-01,99916,13.66,268406,36
Alaska,2021-03-02,100902,13.79,269941,36
Alaska,2021-03-03,102382,14.0,273350,37
Alaska,2021-03-04,104129,14.23,276891,37
Alaska,2021-03-05,106558,14.57,281467,38
Alaska,2021-03-06,110053,15.04,288625,39
Alaska,2021-03-07,113787,15.55,295046,40
Alaska,2021-03-08,115635,15.81,298144,40
Alaska,2021-03-09,117345,16.04,302687,41
Alaska,2021-03-10,119073,16.28,307769,42
Alaska,2021-03-11,122197,16.7,313365,42
Alaska,2021-03-12,124170,16.97,318526,43
Alaska,2021-03-13,126647,17.31,324271,44
Alaska,2021-03-14,130857,17.89,333357,45
Alaska,2021-03-15,132532,18.12,337141,46
Alaska,2021-03-16,133907,18.3,339647,46
Alaska,2021-03-17,135810,18.56,345987,47
Alaska,2021-03-18,138464,18.93,351093,47
Alaska,2021-03-19,140169,19.16,356055,48
Alaska,2021-03-20,143349,19.6,362698,49
Alaska,2021-03-21,145975,19.95,372435,50
Alaska,2021-03-22,146903,20.08,375590,51
Alaska,2021-03-23,147214,20.12,376555,51
Alaska,2021-03-24,148725,20.33,379296,51
Alaska,2021-03-25,150980,20.64,384503,52
Alaska,2021-03-26,153706,21.01,389775,53
Alaska,2021-03-27,156698,21.42,395650,54
Alaska,2021-03-28,160197,21.9,401502,54
Alaska,2021-03-29,160932,22.0,403284,55
Alaska,2021-03-30,161504,22.08,404339,55
Alaska,2021-03-31,163100,22.3,407233,55
Alaska,2021-04-01,165325,22.6,411529,56
Alaska,2021-04-02,167561,22.91,415690,56
Alaska,2021-04-03,170747,23.34,420238,57
Alaska,2021-04-04,176825,24.17,428556,58
Alaska,2021-04-05,178886,24.45,431436,58
Alaska,2021-04-06,179359,24.52,432690,59
Alaska,2021-04-07,181924,24.87,436681,59
Alaska,2021-04-08,186597,25.51,443287,60
Alaska,2021-04-09,189958,25.97,448337,61
Alaska,2021-04-10,194814,26.63,455719,62
American Samoa,2021-01-12,260,0.47,2124,3
American Samoa,2021-01-13,362,0.65,2577,4
American Samoa,2021-01-15,738,1.33,3883,6
American Samoa,2021-01-19,770,1.38,4756,8
American Samoa,2021-01-20,836,1.5,5313,9
American Samoa,2021-01-21,929,1.67,5664,10
American Samoa,2021-01-22,940,1.69,6569,11
American Samoa,2021-01-23,948,1.7,6831,12
American Samoa,2021-01-24,948,1.7,8046,14
American Samoa,2021-01-25,948,1.7,8046,14
American Samoa,2021-01-26,948,1.7,8315,14
American Samoa,2021-01-27,950,1.71,9085,16
American Samoa,2021-01-28,950,1.71,9085,16
American Samoa,2021-01-29,997,1.79,9925,17
American Samoa,2021-01-30,997,1.79,9925,17
American Samoa,2021-01-31,997,1.79,9925,17
American Samoa,2021-02-01,1046,1.88,10761,19
American Samoa,2021-02-02,1046,1.88,10761,19
American Samoa,2021-02-03,1305,2.34,11066,19
American Samoa,2021-02-04,1494,2.68,11257,20
American Samoa,2021-02-05,2252,4.04,12029,21
American Samoa,2021-02-06,2478,4.45,12259,22
American Samoa,2021-02-07,2478,4.45,12259,22
American Samoa,2021-02-08,2478,4.45,12259,22
American Samoa,2021-02-09,2885,5.18,12680,22
American Samoa,2021-02-10,3494,6.27,13318,23
American Samoa,2021-02-11,3685,6.62,13513,24
American Samoa,2021-02-12,4968,8.92,15032,26
American Samoa,2021-02-13,5308,9.53,15382,27
American Samoa,2021-02-14,5308,9.53,15382,27
American Samoa,2021-02-16,5860,10.52,16109,28
American Samoa,2021-02-17,5989,10.75,16269,29
American Samoa,2021-02-18,5989,10.75,16269,29
American Samoa,2021-02-19,5989,10.75,16269,29
American Samoa,2021-02-20,6893,12.38,17740,31
American Samoa,2021-02-21,7811,14.03,18778,33
American Samoa,2021-02-22,7859,14.11,18816,33
American Samoa,2021-02-23,7859,14.11,18816,33
American Samoa,2021-02-24,8020,14.4,19739,35
American Samoa,2021-02-25,8020,14.4,19739,35
American Samoa,2021-02-26,8079,14.51,20336,36
American Samoa,2021-02-27,8079,14.51,20338,36
American Samoa,2021-02-28,8079,14.51,20338,36
American Samoa,2021-03-01,8080,14.51,20338,36
American Samoa,2021-03-02,8142,14.62,21079,37
American Samoa,2021-03-03,8142,14.62,21079,37
American Samoa,2021-03-04,8252,14.82,21625,38
American Samoa,2021-03-05,8252,14.82,21625,38
American Samoa,2021-03-06,8252,14.82,21625,38
American Samoa,2021-03-07,8252,14.82,21625,38
American Samoa,2021-03-08,8254,14.82,21625,38
American Samoa,2021-03-09,8254,14.82,21625,38
American Samoa,2021-03-10,8706,15.63,23696,42
American Samoa,2021-03-11,8706,15.63,23696,42
American Samoa,2021-03-12,8706,15.63,23696,42
American Samoa,2021-03-13,8713,15.65,23696,42
American Samoa,2021-03-14,8713,15.65,23696,42
American Samoa,2021-03-15,9023,16.2,24300,43
American Samoa,2021-03-16,9024,16.2,24300,43
American Samoa,2021-03-17,9025,16.21,24300,43
American Samoa,2021-03-18,9025,16.21,24300,43
American Samoa,2021-03-19,9026,16.21,24300,43
American Samoa,2021-03-20,9027,16.21,24300,43
American Samoa,2021-03-21,9028,16.21,24300,43
American Samoa,2021-03-22,10196,18.31,27015,48
American Samoa,2021-03-23,10240,18.39,27263,48
American Samoa,2021-03-24,10552,18.95,27837,49
American Samoa,2021-03-25,10566,18.97,27864,50
American Samoa,2021-03-26,11043,19.83,28503,51
American Samoa,2021-03-27,11046,19.84,28527,51
American Samoa,2021-03-28,11047,19.84,28527,51
American Samoa,2021-03-29,11049,19.84,28527,51
American Samoa,2021-03-30,11460,20.58,29079,52
American Samoa,2021-03-31,13406,24.07,31167,55
American Samoa,2021-04-01,13406,24.07,31167,55
American Samoa,2021-04-02,13754,24.7,31761,57
American Samoa,2021-04-03,13755,24.7,31761,57
American Samoa,2021-04-04,13755,24.7,31775,57
American Samoa,2021-04-05,13755,24.7,31775,57
American Samoa,2021-04-06,13755,24.7,31775,57
American Samoa,2021-04-07,14337,25.74,32856,59
American Samoa,2021-04-08,14338,25.75,32904,59
American Samoa,2021-04-09,14737,26.46,33545,60
American Samoa,2021-04-10,14737,26.46,33545,60
Arizona,2021-01-12,8343,0.11,141355,1
Arizona,2021-01-13,12392,0.17,154745,2
Arizona,2021-01-15,20837,0.29,197086,2
Arizona,2021-01-19,30892,0.42,266276,3
Arizona,2021-01-20,34788,0.48,281887,3
Arizona,2021-01-21,41613,0.57,303899,4
Arizona,2021-01-22,48938,0.67,329349,4
Arizona,2021-01-23,55014,0.76,360958,4
Arizona,2021-01-24,58291,0.8,390623,5
Arizona,2021-01-25,62711,0.86,413662,5
Arizona,2021-01-26,64551,0.89,430892,5
Arizona,2021-01-27,68846,0.95,458258,6
Arizona,2021-01-28,73927,1.02,487149,6
Arizona,2021-01-29,80773,1.11,521097,7
Arizona,2021-01-30,86990,1.2,557369,7
Arizona,2021-01-31,92666,1.27,594104,8
Arizona,2021-02-01,95671,1.31,620608,8
Arizona,2021-02-02,96660,1.33,631662,8
Arizona,2021-02-03,102107,1.4,656040,9
Arizona,2021-02-04,111645,1.53,686116,9
Arizona,2021-02-05,121227,1.67,719458,9
Arizona,2021-02-06,136236,1.87,766788,10
Arizona,2021-02-07,151392,2.08,809230,11
Arizona,2021-02-08,161324,2.22,841018,11
Arizona,2021-02-09,166798,2.29,863807,11
Arizona,2021-02-10,177565,2.44,897757,12
Arizona,2021-02-11,192542,2.65,941575,12
Arizona,2021-02-12,207912,2.86,990296,13
Arizona,2021-02-13,226158,3.11,1041021,14
Arizona,2021-02-14,244971,3.37,1089155,14
Arizona,2021-02-16,264416,3.63,1154583,15
Arizona,2021-02-17,267967,3.68,1164900,16
Arizona,2021-02-18,283955,3.9,1202770,16
Arizona,2021-02-19,335248,4.61,1376405,18
Arizona,2021-02-20,356055,4.89,1425295,19
Arizona,2021-02-21,376371,5.17,1469676,20
Arizona,2021-02-22,386775,5.31,1506572,20
Arizona,2021-02-23,393019,5.4,1525794,20
Arizona,2021-02-24,407127,5.59,1555942,21
Arizona,2021-02-25,432137,5.94,1607544,22
Arizona,2021-02-26,462074,6.35,1671294,22
Arizona,2021-02-27,490688,6.74,1728239,23
Arizona,2021-02-28,525426,7.22,1792447,24
Arizona,2021-03-01,555881,7.64,1849259,25
Arizona,2021-03-02,575562,7.91,1889742,25
Arizona,2021-03-03,601274,8.26,1930999,26
Arizona,2021-03-04,627446,8.62,1979929,27
Arizona,2021-03-05,658220,9.04,2038623,28
Arizona,2021-03-06,662235,9.1,2043739,28
Arizona,2021-03-07,715023,9.82,2162602,29
Arizona,2021-03-08,738410,10.14,2215219,30
Arizona,2021-03-09,750217,10.31,2245854,30
Arizona,2021-03-10,767107,10.54,2293559,31
Arizona,2021-03-11,792205,10.88,2350374,32
Arizona,2021-03-12,826020,11.35,2418267,33
Arizona,2021-03-13,858909,11.8,2484603,34
Arizona,2021-03-14,891501,12.25,2557630,35
Arizona,2021-03-15,913522,12.55,2605621,35
Arizona,2021-03-16,939580,12.91,2655283,36
Arizona,2021-03-17,955402,13.13,2697523,37
Arizona,2021-03-18,978991,13.45,2755436,37
Arizona,2021-03-19,981650,13.49,2760907,37
Arizona,2021-03-20,1004408,13.8,2825939,38
Arizona,2021-03-21,1029376,14.14,2893024,39
Arizona,2021-03-22,1049219,14.41,2942907,40
Arizona,2021-03-23,1059558,14.56,2970577,40
Arizona,2021-03-24,1074666,14.76,3010048,41
Arizona,2021-03-25,1108397,15.23,3106598,42
Arizona,2021-03-26,1129146,15.51,3169061,43
Arizona,2021-03-27,1154039,15.85,3239538,44
Arizona,2021-03-28,1182684,16.25,3308671,45
Arizona,2021-03-29,1205521,16.56,3363062,46
Arizona,2021-03-30,1220787,16.77,3399399,46
Arizona,2021-03-31,1242599,17.07,3451567,47
Arizona,2021-04-01,1267484,17.41,3512579,48
Arizona,2021-04-02,1298327,17.84,3581448,49
Arizona,2021-04-03,1332012,18.3,3653578,50
Arizona,2021-04-04,1366330,18.77,3720230,51
Arizona,2021-04-05,1392647,19.13,3772436,51
Arizona,2021-04-06,1399810,19.23,3809075,52
Arizona,2021-04-07,1421780,19.53,3855073,52
Arizona,2021-04-08,1453432,19.97,3901177,53
Arizona,2021-04-09,1495431,20.55,3975606,54
Arizona,2021-04-10,1540110,21.16,4054007,55
Arkansas,2021-01-12,8,0.0,40879,1
Arkansas,2021-01-13,12849,0.43,94854,3
Arkansas,2021-01-15,18781,0.62,118338,3
Arkansas,2021-01-19,21734,0.72,142337,4
Arkansas,2021-01-20,26541,0.88,173312,5
Arkansas,2021-01-21,26541,0.88,173312,5
Arkansas,2021-01-22,31600,1.05,201676,6
Arkansas,2021-01-23,31600,1.05,201676,6
Arkansas,2021-01-24,32572,1.08,214240,7
Arkansas,2021-01-25,33159,1.1,221095,7
Arkansas,2021-01-26,37055,1.23,236290,7
Arkansas,2021-01-27,40910,1.36,252824,8
Arkansas,2021-01-28,40910,1.36,252824,8
Arkansas,2021-01-29,45918,1.52,269993,8
Arkansas,2021-01-30,52118,1.73,288651,9
Arkansas,2021-01-31,56264,1.86,303793,10
Arkansas,2021-02-01,58613,1.94,311230,10
Arkansas,2021-02-02,59903,1.98,314470,10
Arkansas,2021-02-03,63356,2.1,322447,10
Arkansas,2021-02-04,68778,2.28,338227,11
Arkansas,2021-02-05,73810,2.45,351175,11
Arkansas,2021-02-06,81564,2.7,374674,12
Arkansas,2021-02-07,90308,2.99,393445,13
Arkansas,2021-02-08,94058,3.12,401664,13
Arkansas,2021-02-09,95202,3.15,404127,13
Arkansas,2021-02-10,103669,3.44,418054,13
Arkansas,2021-02-11,110751,3.67,430803,14
Arkansas,2021-02-12,118465,3.93,447146,14
Arkansas,2021-02-13,124040,4.11,457386,15
Arkansas,2021-02-14,130637,4.33,472536,15
Arkansas,2021-02-16,136415,4.52,483438,16
Arkansas,2021-02-17,138254,4.58,486949,16
Arkansas,2021-02-18,140662,4.66,490737,16
Arkansas,2021-02-19,150812,5.0,517271,17
Arkansas,2021-02-20,152675,5.06,520904,17
Arkansas,2021-02-21,157511,5.22,528467,17
Arkansas,2021-02-22,161660,5.36,535413,17
Arkansas,2021-02-23,164064,5.44,540192,17
Arkansas,2021-02-24,172834,5.73,554466,18
Arkansas,2021-02-25,184592,6.12,572553,18
Arkansas,2021-02-26,200532,6.64,597990,19
Arkansas,2021-02-27,214402,7.1,622665,20
Arkansas,2021-02-28,227450,7.54,649311,21
Arkansas,2021-03-01,233685,7.74,661572,21
Arkansas,2021-03-02,236706,7.84,670815,22
Arkansas,2021-03-03,242999,8.05,687433,22
Arkansas,2021-03-04,249956,8.28,704368,23
Arkansas,2021-03-05,257367,8.53,723756,23
Arkansas,2021-03-06,265226,8.79,744139,24
Arkansas,2021-03-07,274376,9.09,765260,25
Arkansas,2021-03-08,277217,9.19,773357,25
Arkansas,2021-03-09,279815,9.27,782750,25
Arkansas,2021-03-10,285284,9.45,799184,26
Arkansas,2021-03-11,285811,9.47,800091,26
Arkansas,2021-03-12,297193,9.85,836608,27
Arkansas,2021-03-13,309784,10.27,882630,29
Arkansas,2021-03-14,309827,10.27,882630,29
Arkansas,2021-03-15,313372,10.38,892588,29
Arkansas,2021-03-16,314915,10.44,897059,29
Arkansas,2021-03-17,319158,10.58,912660,30
Arkansas,2021-03-18,324554,10.75,929862,30
Arkansas,2021-03-19,330804,10.96,952919,31
Arkansas,2021-03-20,335958,11.13,974973,32
Arkansas,2021-03-21,345022,11.43,999488,33
Arkansas,2021-03-22,348589,11.55,1008575,33
Arkansas,2021-03-23,349951,11.6,1012415,33
Arkansas,2021-03-24,357343,11.84,1032499,34
Arkansas,2021-03-25,366664,12.15,1056307,35
Arkansas,2021-03-26,376230,12.47,1086176,35
Arkansas,2021-03-27,388657,12.88,1114449,36
Arkansas,2021-03-28,403398,13.37,1143893,37
Arkansas,2021-03-29,407828,13.51,1153739,38
Arkansas,2021-03-30,410003,13.59,1159108,38
Arkansas,2021-03-31,419462,13.9,1183295,39
Arkansas,2021-04-01,432735,14.34,1209965,40
Arkansas,2021-04-02,449549,14.9,1244076,41
Arkansas,2021-04-03,481056,15.94,1305535,43
Arkansas,2021-04-04,482062,15.97,1306811,43
Arkansas,2021-04-05,487363,16.15,1316063,43
Arkansas,2021-04-06,489479,16.22,1325141,43
Arkansas,2021-04-07,503310,16.68,1351223,44
Arkansas,2021-04-08,518824,17.19,1379591,45
Arkansas,2021-04-09,533220,17.67,1405741,46
Arkansas,2021-04-10,551699,18.28,1440169,47
California,2021-01-12,100089,0.25,816301,2
California,2021-01-13,133689,0.34,891489,2
California,2021-01-15,204374,0.52,1072959,2
California,2021-01-19,260838,0.66,1460430,3
California,2021-01-20,273276,0.69,1532329,3
California,2021-01-21,293834,0.74,1633875,4
California,2021-01-22,321839,0.81,1803679,4
California,2021-01-23,341731,0.86,2008220,5
California,2021-01-24,356382,0.9,2199908,5
California,2021-01-25,371482,0.94,2330633,5
California,2021-01-26,387563,0.98,2446577,6
California,2021-01-27,417606,1.06,2579666,6
California,2021-01-28,458585,1.16,2746876,6
California,2021-01-29,487552,1.23,2910562,7
California,2021-01-30,524350,1.33,3095781,7
California,2021-01-31,558977,1.41,3285351,8
California,2021-02-01,581985,1.47,3453284,8
California,2021-02-02,592045,1.5,3543817,8
California,2021-02-03,613845,1.55,3671316,9
California,2021-02-04,625189,1.58,3723803,9
California,2021-02-05,675027,1.71,3920632,9
California,2021-02-06,727993,1.84,4137600,10
California,2021-02-07,808832,2.05,4485166,11
California,2021-02-08,847993,2.15,4682862,11
California,2021-02-09,875340,2.22,4784478,12
California,2021-02-10,928615,2.35,4957297,12
California,2021-02-11,990128,2.51,5134864,13
California,2021-02-12,1081040,2.74,5341104,13
California,2021-02-13,1178577,2.98,5562553,14
California,2021-02-14,1287390,3.26,5820388,14
California,2021-02-16,1456222,3.69,6210992,15
California,2021-02-17,1507829,3.82,6323011,16
California,2021-02-18,1581541,4.0,6496140,16
California,2021-02-19,1753917,4.44,6964603,17
California,2021-02-20,1864867,4.72,7201713,18
California,2021-02-21,1974488,5.0,7453468,18
California,2021-02-22,2045420,5.18,7604725,19
California,2021-02-23,2102729,5.32,7728120,19
California,2021-02-24,2170406,5.49,7876011,19
California,2021-02-25,2259934,5.72,8064121,20
California,2021-02-26,2380502,6.02,8310945,21
California,2021-02-27,2502426,6.33,8566470,21
California,2021-02-28,2609341,6.6,8821044,22
California,2021-03-01,2740495,6.94,9106077,23
California,2021-03-02,2900991,7.34,9497125,24
California,2021-03-03,2992863,7.57,9731169,24
California,2021-03-04,3042381,7.7,9860209,24
California,2021-03-05,3124031,7.91,10071476,25
California,2021-03-06,3259014,8.25,10415023,26
California,2021-03-07,3347266,8.47,10634752,26
California,2021-03-08,3406971,8.62,10805474,27
California,2021-03-09,3444791,8.72,10925581,27
California,2021-03-10,3485179,8.82,11062505,28
California,2021-03-11,3541495,8.96,11220508,28
California,2021-03-12,3614744,9.15,11428034,28
California,2021-03-13,3819191,9.67,11881857,30
California,2021-03-14,3819878,9.67,11883375,30
California,2021-03-15,4002159,10.13,12306608,31
California,2021-03-16,4153287,10.51,12686451,32
California,2021-03-17,4347379,11.0,13161027,33
California,2021-03-18,4517256,11.43,13563094,34
California,2021-03-19,4644718,11.76,13882984,35
California,2021-03-20,4792324,12.13,14276125,36
California,2021-03-21,4980526,12.61,14708175,37
California,2021-03-22,5102480,12.91,15050673,38
California,2021-03-23,5203432,13.17,15349039,38
California,2021-03-24,5337045,13.51,15691888,39
California,2021-03-25,5481297,13.87,16062266,40
California,2021-03-26,5665179,14.34,16527440,41
California,2021-03-27,5830902,14.76,16944916,42
California,2021-03-28,5983249,15.14,17335016,43
California,2021-03-29,6131336,15.52,17703550,44
California,2021-03-30,6228491,15.76,17922091,45
California,2021-03-31,6348325,16.07,18223412,46
California,2021-04-01,6485628,16.41,18604164,47
California,2021-04-02,6637438,16.8,18985902,48
California,2021-04-03,6817086,17.25,19449615,49
California,2021-04-04,7020160,17.77,19962420,50
California,2021-04-05,7166145,18.14,20309146,51
California,2021-04-06,7249897,18.35,20485651,51
California,2021-04-07,7422738,18.79,20865892,52
California,2021-04-08,7599559,19.23,21243518,53
California,2021-04-09,7822226,19.8,21725654,54
California,2021-04-10,8110488,20.53,22281619,56
Colorado,2021-01-12,36425,0.63,224428,3
Colorado,2021-01-13,41271,0.72,239665,4
Colorado,2021-01-15,47021,0.82,272233,4
Colorado,2021-01-19,49897,0.87,330292,5
Colorado,2021-01-20,51460,0.89,340438,5
Colorado,2021-01-21,54474,0.95,353194,6
Colorado,2021-01-22,62086,1.08,377283,6
Colorado,2021-01-23,62086,1.08,377283,6
Colorado,2021-01-24,76902,1.34,434496,7
Colorado,2021-01-25,80467,1.4,447880,7
Colorado,2021-01-26,82946,1.44,457746,7
Colorado,2021-01-27,90200,1.57,474527,8
Colorado,2021-01-28,98663,1.71,495706,8
Colorado,2021-01-29,108507,1.88,521879,9
Colorado,2021-01-30,118770,2.06,545356,9
Colorado,2021-01-31,125078,2.17,569234,9
Colorado,2021-02-01,130738,2.27,589787,10
Colorado,2021-02-02,132752,2.31,601347,10
Colorado,2021-02-03,140610,2.44,617125,10
Colorado,2021-02-04,149829,2.6,638923,11
Colorado,2021-02-05,162511,2.82,661703,11
Colorado,2021-02-06,178975,3.11,694860,12
Colorado,2021-02-07,197523,3.43,729895,12
Colorado,2021-02-08,207951,3.61,751960,13
Colorado,2021-02-09,211328,3.67,757560,13
Colorado,2021-02-10,225626,3.92,787041,13
Colorado,2021-02-11,239804,4.16,815108,14
Colorado,2021-02-12,254037,4.41,844620,14
Colorado,2021-02-13,271661,4.72,885581,15
Colorado,2021-02-14,290991,5.05,926807,16
Colorado,2021-02-16,308992,5.37,1000597,17
Colorado,2021-02-17,314557,5.46,1024167,17
Colorado,2021-02-18,322769,5.6,1053041,18
Colorado,2021-02-19,345623,6.0,1132448,19
Colorado,2021-02-20,360392,6.26,1167895,20
Colorado,2021-02-21,378242,6.57,1202161,20
Colorado,2021-02-22,392378,6.81,1231699,21
Colorado,2021-02-23,393198,6.83,1233466,21
Colorado,2021-02-24,413202,7.18,1268302,22
Colorado,2021-02-25,426398,7.4,1294236,22
Colorado,2021-02-26,439201,7.63,1323183,22
Colorado,2021-02-27,440259,7.65,1324715,23
Colorado,2021-02-28,461947,8.02,1371577,23
Colorado,2021-03-01,479652,8.33,1412910,24
Colorado,2021-03-02,484943,8.42,1428854,24
Colorado,2021-03-03,499168,8.67,1462053,25
Colorado,2021-03-04,513386,8.91,1494910,25
Colorado,2021-03-05,526521,9.14,1528864,26
Colorado,2021-03-06,549441,9.54,1580162,27
Colorado,2021-03-07,567922,9.86,1626499,28
Colorado,2021-03-08,571975,9.93,1627458,28
Colorado,2021-03-09,584872,10.16,1650716,28
Colorado,2021-03-10,609417,10.58,1694476,29
Colorado,2021-03-11,640244,11.12,1764066,30
Colorado,2021-03-12,665380,11.55,1817050,31
Colorado,2021-03-13,695032,12.07,1878538,32
Colorado,2021-03-14,695186,12.07,1878639,32
Colorado,2021-03-15,720482,12.51,1933717,33
Colorado,2021-03-16,728689,12.65,1948333,33
Colorado,2021-03-17,746744,12.97,1987533,34
Colorado,2021-03-18,765933,13.3,2029213,35
Colorado,2021-03-19,782902,13.6,2080284,36
Colorado,2021-03-20,838000,14.55,2188145,38
Colorado,2021-03-21,866707,15.05,2250372,39
Colorado,2021-03-22,878386,15.25,2276660,39
Colorado,2021-03-23,889795,15.45,2310425,40
Colorado,2021-03-24,900059,15.63,2344091,40
Colorado,2021-03-25,912807,15.85,2388899,41
