state_name,Day,people_fully_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations,total_vaccinations_per_hundred
Georgia,2021-03-27,1250189,11.77,3621196,34
Georgia,2021-03-28,1267677,11.94,3711950,34
Georgia,2021-03-29,1275068,12.01,3764344,35
Georgia,2021-03-30,1280161,12.06,3786303,35
Georgia,2021-03-31,1301323,12.26,3855859,36
Georgia,2021-04-01,1327557,12.5,3950645,37
Georgia,2021-04-02,1359623,12.81,4055515,38
Georgia,2021-04-03,1392057,13.11,4150770,39
Georgia,2021-04-04,1393877,13.13,4153506,39
Georgia,2021-04-05,1415768,13.33,4236864,39
Georgia,2021-04-06,1421747,13.39,4281437,40
Georgia,2021-04-07,1494480,14.08,4463237,42
Georgia,2021-04-08,1536865,14.47,4541621,42
Georgia,2021-04-09,1587661,14.95,4660059,43
Georgia,2021-04-10,1591591,14.99,4664737,43
Guam,2021-01-26,3803,2.29,17306,10
Guam,2021-01-27,3869,2.33,18263,11
Guam,2021-01-28,3969,2.39,19520,11
Guam,2021-01-29,4358,2.63,21254,12
Guam,2021-01-30,4499,2.71,22454,13
Guam,2021-01-31,4499,2.71,22454,13
Guam,2021-02-01,4736,2.86,23445,14
Guam,2021-02-02,4936,2.98,24810,14
Guam,2021-02-03,5108,3.08,26068,15
Guam,2021-02-04,5108,3.08,26068,15
Guam,2021-02-05,5321,3.21,27369,16
Guam,2021-02-06,5581,3.37,28959,17
Guam,2021-02-07,5820,3.51,29572,17
Guam,2021-02-08,5838,3.52,29719,17
Guam,2021-02-09,6260,3.78,30923,18
Guam,2021-02-10,6873,4.15,32443,19
Guam,2021-02-11,7711,4.65,33993,20
Guam,2021-02-12,8955,5.4,35917,21
Guam,2021-02-13,10117,6.1,37750,22
Guam,2021-02-14,10688,6.45,38622,23
Guam,2021-02-16,11266,6.8,39504,23
Guam,2021-02-17,12251,7.39,41007,24
Guam,2021-02-18,13311,8.03,42671,25
Guam,2021-02-19,15150,9.14,46897,28
Guam,2021-02-20,16104,9.71,48387,29
Guam,2021-02-21,16121,9.73,48479,29
Guam,2021-02-22,16858,10.17,49587,29
Guam,2021-02-23,17334,10.46,50500,30
Guam,2021-02-24,17963,10.84,51514,31
Guam,2021-02-25,18611,11.23,52661,31
Guam,2021-02-26,18631,11.24,52701,31
Guam,2021-02-27,19538,11.79,54244,32
Guam,2021-02-28,20223,12.2,55213,33
Guam,2021-03-01,20263,12.22,55255,33
Guam,2021-03-02,20367,12.29,55402,33
Guam,2021-03-03,20382,12.3,55435,33
Guam,2021-03-04,20683,12.48,56131,33
Guam,2021-03-05,20823,12.56,56407,34
Guam,2021-03-06,20849,12.58,56477,34
Guam,2021-03-07,20851,12.58,56484,34
Guam,2021-03-08,20924,12.62,56587,34
Guam,2021-03-09,22200,13.39,58396,35
Guam,2021-03-10,23824,14.37,60379,36
Guam,2021-03-11,25258,15.24,62062,37
Guam,2021-03-12,26580,16.03,63697,38
Guam,2021-03-13,28020,16.9,65382,39
Guam,2021-03-14,29000,17.49,66513,40
Guam,2021-03-15,29082,17.54,66607,40
Guam,2021-03-16,29293,17.67,67081,40
Guam,2021-03-17,29677,17.9,68451,41
Guam,2021-03-18,30003,18.1,70056,42
Guam,2021-03-19,30371,18.32,71940,43
Guam,2021-03-20,30452,18.37,72069,43
Guam,2021-03-21,30466,18.38,72090,43
Guam,2021-03-22,30724,18.53,73973,44
Guam,2021-03-23,30997,18.7,75724,45
Guam,2021-03-24,31123,18.78,77636,46
Guam,2021-03-25,31248,18.85,79350,47
Guam,2021-03-26,31458,18.98,81396,49
Guam,2021-03-27,31613,19.07,81649,49
Guam,2021-03-28,31736,19.14,83164,50
Guam,2021-03-29,31791,19.18,84899,51
Guam,2021-03-30,31865,19.22,85003,51
Guam,2021-03-31,32133,19.38,87540,52
Guam,2021-04-01,32234,19.45,88590,53
Guam,2021-04-02,32472,19.59,90114,54
Guam,2021-04-03,32739,19.75,91630,55
Guam,2021-04-04,32792,19.78,91702,55
Guam,2021-04-05,32837,19.81,91896,55
Guam,2021-04-06,32894,19.84,91958,55
Guam,2021-04-07,34041,20.54,95485,57
Guam,2021-04-08,34813,21.0,97187,58
Guam,2021-04-09,35635,21.5,99042,59
Guam,2021-04-10,35792,21.59,99244,59
Hawaii,2021-01-15,7268,0.51,46958,3
Hawaii,2021-01-19,11319,0.8,63954,4
Hawaii,2021-01-20,13833,0.98,71944,5
Hawaii,2021-01-21,16132,1.14,79414,5
Hawaii,2021-01-22,16802,1.19,84793,5
Hawaii,2021-01-23,16802,1.19,84792,5
Hawaii,2021-01-24,16802,1.19,84792,5
Hawaii,2021-01-25,17795,1.26,92092,6
Hawaii,2021-01-26,17939,1.27,93760,6
Hawaii,2021-01-27,18544,1.31,97692,6
Hawaii,2021-01-28,19804,1.4,103944,7
Hawaii,2021-01-29,21736,1.54,111165,7
Hawaii,2021-01-30,23758,1.68,120502,8
Hawaii,2021-01-31,25868,1.83,129267,9
Hawaii,2021-02-01,27090,1.91,135836,9
Hawaii,2021-02-02,27156,1.92,137914,9
Hawaii,2021-02-03,28245,1.99,143686,10
Hawaii,2021-02-04,30573,2.16,151107,10
Hawaii,2021-02-05,33726,2.38,169713,11
Hawaii,2021-02-06,37054,2.62,179059,12
Hawaii,2021-02-07,40514,2.86,187048,13
Hawaii,2021-02-08,42472,3.0,194035,13
Hawaii,2021-02-09,42472,3.0,194035,13
Hawaii,2021-02-10,42472,3.0,194035,13
Hawaii,2021-02-11,49969,3.53,200618,14
Hawaii,2021-02-12,53976,3.81,208807,14
Hawaii,2021-02-13,58194,4.11,217780,15
Hawaii,2021-02-14,62239,4.4,225188,15
Hawaii,2021-02-16,68688,4.85,237172,16
Hawaii,2021-02-17,69799,4.93,240715,17
Hawaii,2021-02-18,73236,5.17,247392,17
Hawaii,2021-02-19,90892,6.42,301369,21
Hawaii,2021-02-20,96971,6.85,312730,22
Hawaii,2021-02-21,102818,7.26,322966,22
Hawaii,2021-02-22,107829,7.62,331321,23
Hawaii,2021-02-23,109100,7.71,333599,23
Hawaii,2021-02-24,113081,7.99,339771,24
Hawaii,2021-02-25,117638,8.31,348897,24
Hawaii,2021-02-26,123174,8.7,359108,25
Hawaii,2021-02-27,129821,9.17,370746,26
Hawaii,2021-02-28,136943,9.67,382798,27
Hawaii,2021-03-01,141240,9.98,389644,27
Hawaii,2021-03-02,143658,10.15,392771,27
Hawaii,2021-03-03,147853,10.44,399195,28
Hawaii,2021-03-04,154495,10.91,411264,29
Hawaii,2021-03-05,159646,11.28,421996,29
Hawaii,2021-03-06,165543,11.69,434343,30
Hawaii,2021-03-07,166634,11.77,436036,30
Hawaii,2021-03-08,174927,12.35,452988,31
Hawaii,2021-03-09,179965,12.71,464100,32
Hawaii,2021-03-10,184608,13.04,475859,33
Hawaii,2021-03-11,188723,13.33,489283,34
Hawaii,2021-03-12,193632,13.68,503482,35
Hawaii,2021-03-13,199012,14.06,517061,36
Hawaii,2021-03-14,202968,14.34,528035,37
Hawaii,2021-03-15,208017,14.69,538235,38
Hawaii,2021-03-16,211174,14.91,546123,38
Hawaii,2021-03-17,215871,15.25,559118,39
Hawaii,2021-03-18,219607,15.51,572716,40
Hawaii,2021-03-19,224113,15.83,587465,41
Hawaii,2021-03-20,228167,16.11,599643,42
Hawaii,2021-03-21,231477,16.35,610517,43
Hawaii,2021-03-22,232428,16.42,614208,43
Hawaii,2021-03-23,235147,16.61,621720,43
Hawaii,2021-03-24,238370,16.84,632086,44
Hawaii,2021-03-25,242800,17.15,642642,45
Hawaii,2021-03-26,250357,17.68,659606,46
Hawaii,2021-03-27,250944,17.72,660902,46
Hawaii,2021-03-28,251645,17.77,662115,46
Hawaii,2021-03-29,259463,18.33,685464,48
Hawaii,2021-03-30,262135,18.51,692706,48
Hawaii,2021-03-31,268481,18.96,705568,49
Hawaii,2021-04-01,276272,19.51,717790,50
Hawaii,2021-04-02,284689,20.11,732136,51
Hawaii,2021-04-03,290158,20.49,742277,52
Hawaii,2021-04-04,296651,20.95,757630,53
Hawaii,2021-04-05,299014,21.12,763772,53
Hawaii,2021-04-06,303429,21.43,770879,54
Hawaii,2021-04-07,311523,22.0,784219,55
Hawaii,2021-04-08,322180,22.75,798942,56
Hawaii,2021-04-09,334093,23.6,816481,57
Hawaii,2021-04-10,335003,23.66,817817,57
Idaho,2021-01-12,4308,0.24,35845,2
Idaho,2021-01-13,5653,0.32,38872,2
Idaho,2021-01-15,8843,0.49,46636,2
Idaho,2021-01-19,10165,0.57,63975,3
Idaho,2021-01-20,10738,0.6,69267,3
Idaho,2021-01-21,11760,0.66,73372,4
Idaho,2021-01-22,13075,0.73,77988,4
Idaho,2021-01-23,13711,0.77,82640,4
Idaho,2021-01-24,14059,0.79,87128,4
Idaho,2021-01-25,14419,0.81,91271,5
Idaho,2021-01-26,14627,0.82,93766,5
Idaho,2021-01-27,15443,0.86,96991,5
Idaho,2021-01-28,16724,0.94,102800,5
Idaho,2021-01-29,18970,1.06,108873,6
Idaho,2021-01-30,20148,1.13,114729,6
Idaho,2021-01-31,21636,1.21,120880,6
Idaho,2021-02-01,22468,1.26,124377,6
Idaho,2021-02-02,22725,1.27,126648,7
Idaho,2021-02-03,24171,1.35,132384,7
Idaho,2021-02-04,26345,1.47,141897,7
Idaho,2021-02-05,28970,1.62,159394,8
Idaho,2021-02-06,32011,1.79,176220,9
Idaho,2021-02-07,34322,1.92,185681,10
Idaho,2021-02-08,35910,2.01,195591,10
Idaho,2021-02-09,37002,2.07,198826,11
Idaho,2021-02-10,39608,2.22,205379,11
Idaho,2021-02-11,43231,2.42,214063,11
Idaho,2021-02-12,43231,2.42,214063,11
Idaho,2021-02-13,46516,2.6,221585,12
Idaho,2021-02-14,56629,3.17,242295,13
Idaho,2021-02-16,64687,3.62,263625,14
Idaho,2021-02-17,67805,3.79,270169,15
Idaho,2021-02-18,71408,4.0,278474,15
Idaho,2021-02-19,81497,4.56,304647,17
Idaho,2021-02-20,85566,4.79,313466,17
Idaho,2021-02-21,92265,5.16,326336,18
Idaho,2021-02-22,98837,5.53,336243,18
Idaho,2021-02-23,100979,5.65,340444,19
Idaho,2021-02-24,104666,5.86,346534,19
Idaho,2021-02-25,110960,6.21,356987,19
Idaho,2021-02-26,116397,6.51,367113,20
Idaho,2021-02-27,121491,6.8,378401,21
Idaho,2021-02-28,128072,7.17,392370,21
Idaho,2021-03-01,133284,7.46,404250,22
Idaho,2021-03-02,135920,7.61,409641,22
Idaho,2021-03-03,140583,7.87,418956,23
Idaho,2021-03-04,145396,8.14,428196,23
Idaho,2021-03-05,152239,8.52,442491,24
Idaho,2021-03-06,159634,8.93,457434,25
Idaho,2021-03-07,166775,9.33,471043,26
Idaho,2021-03-08,174479,9.76,482273,26
Idaho,2021-03-09,178260,9.98,489220,27
Idaho,2021-03-10,182275,10.2,497534,27
Idaho,2021-03-11,187365,10.48,507965,28
Idaho,2021-03-12,193479,10.83,522505,29
Idaho,2021-03-13,199911,11.19,536191,30
Idaho,2021-03-14,206561,11.56,550174,30
Idaho,2021-03-15,212093,11.87,559659,31
Idaho,2021-03-16,215214,12.04,566079,31
Idaho,2021-03-17,215734,12.07,566777,31
Idaho,2021-03-18,224667,12.57,586497,32
Idaho,2021-03-19,231173,12.94,603043,33
Idaho,2021-03-20,239114,13.38,622341,34
Idaho,2021-03-21,245010,13.71,639606,35
Idaho,2021-03-22,250274,14.0,650437,36
Idaho,2021-03-23,253930,14.21,656932,36
Idaho,2021-03-24,257701,14.42,666389,37
Idaho,2021-03-25,262073,14.66,678747,37
Idaho,2021-03-26,267877,14.99,694887,38
Idaho,2021-03-27,274190,15.34,710876,39
Idaho,2021-03-28,282222,15.79,728042,40
Idaho,2021-03-29,286879,16.05,736941,41
Idaho,2021-03-30,289287,16.19,740943,41
Idaho,2021-03-31,294187,16.46,752364,42
Idaho,2021-04-01,300140,16.8,766703,42
Idaho,2021-04-02,307549,17.21,782576,43
Idaho,2021-04-03,315017,17.63,799887,44
Idaho,2021-04-04,322082,18.02,817221,45
Idaho,2021-04-05,326938,18.29,826653,46
Idaho,2021-04-06,328309,18.37,828816,46
Idaho,2021-04-07,335812,18.79,842030,47
Idaho,2021-04-08,343296,19.21,855028,47
Idaho,2021-04-09,352163,19.71,873222,48
Idaho,2021-04-10,362093,20.26,889862,49
Illinois,2021-01-12,62757,0.5,347005,2
Illinois,2021-01-13,74186,0.59,365859,2
Illinois,2021-01-15,91248,0.72,437765,3
Illinois,2021-01-19,104533,0.82,525261,4
Illinois,2021-01-20,107651,0.85,539926,4
Illinois,2021-01-21,111933,0.88,570527,4
Illinois,2021-01-22,120754,0.95,607502,4
Illinois,2021-01-23,128907,1.02,654752,5
Illinois,2021-01-24,135330,1.07,699072,5
Illinois,2021-01-25,137465,1.08,723203,5
Illinois,2021-01-26,140394,1.11,737989,5
Illinois,2021-01-27,147925,1.17,766659,6
Illinois,2021-01-28,162086,1.28,823325,6
Illinois,2021-01-29,181063,1.43,884502,6
Illinois,2021-01-30,197643,1.56,948804,7
Illinois,2021-01-31,211528,1.67,1011454,7
Illinois,2021-02-01,219095,1.73,1054814,8
Illinois,2021-02-02,223026,1.76,1073076,8
Illinois,2021-02-03,230850,1.82,1108571,8
Illinois,2021-02-04,247763,1.96,1178369,9
Illinois,2021-02-05,260248,2.05,1247521,9
Illinois,2021-02-06,275276,2.17,1329963,10
Illinois,2021-02-07,288458,2.28,1401585,11
Illinois,2021-02-08,299201,2.36,1457693,11
Illinois,2021-02-09,302923,2.39,1477780,11
Illinois,2021-02-10,314687,2.48,1539781,12
Illinois,2021-02-11,330108,2.61,1604830,12
Illinois,2021-02-12,348826,2.75,1674988,13
Illinois,2021-02-13,375992,2.97,1772568,13
Illinois,2021-02-14,400340,3.16,1854228,14
Illinois,2021-02-16,422981,3.34,1954382,15
Illinois,2021-02-17,431310,3.4,1996099,15
Illinois,2021-02-18,446598,3.52,2037388,16
Illinois,2021-02-19,492551,3.89,2174539,17
Illinois,2021-02-20,527382,4.16,2261482,17
Illinois,2021-02-21,560403,4.42,2339546,18
Illinois,2021-02-22,578393,4.56,2354395,18
Illinois,2021-02-23,602595,4.76,2416034,19
Illinois,2021-02-24,623117,4.92,2461385,19
Illinois,2021-02-25,652316,5.15,2519447,19
Illinois,2021-02-26,703902,5.55,2639826,20
Illinois,2021-02-27,757754,5.98,2735250,21
Illinois,2021-02-28,806078,6.36,2824209,22
Illinois,2021-03-01,847352,6.69,2906555,22
Illinois,2021-03-02,867812,6.85,2958947,23
Illinois,2021-03-03,897827,7.09,3022385,23
Illinois,2021-03-04,939034,7.41,3107699,24
Illinois,2021-03-05,984808,7.77,3204414,25
Illinois,2021-03-06,1050701,8.29,3341021,26
Illinois,2021-03-07,1109123,8.75,3473676,27
Illinois,2021-03-08,1153941,9.11,3571808,28
Illinois,2021-03-09,1166993,9.21,3601065,28
Illinois,2021-03-10,1200821,9.48,3672596,28
Illinois,2021-03-11,1245707,9.83,3777731,29
Illinois,2021-03-12,1329918,10.5,3925271,30
Illinois,2021-03-13,1461858,11.54,4197357,33
Illinois,2021-03-14,1462024,11.54,4197470,33
Illinois,2021-03-15,1508375,11.9,4297923,33
Illinois,2021-03-16,1551538,12.24,4379055,34
Illinois,2021-03-17,1592976,12.57,4469795,35
Illinois,2021-03-18,1637747,12.92,4584510,36
Illinois,2021-03-19,1678369,13.24,4683361,36
Illinois,2021-03-20,1723407,13.6,4826260,38
Illinois,2021-03-21,1768206,13.95,4960792,39
Illinois,2021-03-22,1797959,14.19,5051382,39
Illinois,2021-03-23,1814376,14.32,5096694,40
Illinois,2021-03-24,1840517,14.52,5177472,40
Illinois,2021-03-25,1872114,14.77,5287852,41
Illinois,2021-03-26,1905926,15.04,5412272,42
Illinois,2021-03-27,1945476,15.35,5542211,43
Illinois,2021-03-28,1996988,15.76,5682011,44
Illinois,2021-03-29,2042458,16.12,5793846,45
Illinois,2021-03-30,2060967,16.26,5843688,46
Illinois,2021-03-31,2089452,16.49,5932882,46
Illinois,2021-04-01,2140575,16.89,6073419,47
Illinois,2021-04-02,2184228,17.24,6192219,48
Illinois,2021-04-03,2243105,17.7,6340870,50
Illinois,2021-04-04,2301352,18.16,6488477,51
Illinois,2021-04-05,2346220,18.52,6592898,52
Illinois,2021-04-06,2357970,18.61,6627939,52
Illinois,2021-04-07,2400675,18.94,6725817,53
Illinois,2021-04-08,2469095,19.48,6860904,54
Illinois,2021-04-09,2544950,20.08,7017850,55
Illinois,2021-04-10,2638915,20.83,7185009,56
Indiana,2021-01-12,23546,0.35,191844,2
Indiana,2021-01-13,32040,0.48,211334,3
Indiana,2021-01-15,37683,0.56,260310,3
Indiana,2021-01-19,50862,0.76,334686,4
Indiana,2021-01-20,58616,0.87,356385,5
Indiana,2021-01-21,66801,0.99,387137,5
Indiana,2021-01-22,73986,1.1,414127,6
Indiana,2021-01-23,77985,1.16,446029,6
Indiana,2021-01-24,77985,1.16,446029,6
Indiana,2021-01-25,83554,1.24,491856,7
Indiana,2021-01-26,84719,1.26,498824,7
Indiana,2021-01-27,91255,1.36,524180,7
Indiana,2021-01-28,97614,1.45,552144,8
Indiana,2021-01-29,105208,1.56,581322,8
Indiana,2021-01-30,111233,1.65,607185,9
Indiana,2021-01-31,111233,1.65,607185,9
Indiana,2021-02-01,111233,1.65,607185,9
Indiana,2021-02-02,112864,1.68,612289,9
Indiana,2021-02-03,120352,1.79,637745,9
Indiana,2021-02-04,129626,1.93,671191,9
Indiana,2021-02-05,142405,2.12,710888,10
Indiana,2021-02-06,156083,2.32,749771,11
Indiana,2021-02-07,156083,2.32,749771,11
Indiana,2021-02-08,156083,2.32,749771,11
Indiana,2021-02-09,161879,2.4,761070,11
Indiana,2021-02-10,177231,2.63,795702,11
Indiana,2021-02-11,194281,2.89,832031,12
Indiana,2021-02-12,213259,3.17,873568,12
Indiana,2021-02-13,267774,3.98,1018783,15
Indiana,2021-02-14,287278,4.27,1058874,15
Indiana,2021-02-16,303183,4.5,1091762,16
Indiana,2021-02-17,313895,4.66,1113413,16
Indiana,2021-02-18,320425,4.76,1125976,16
Indiana,2021-02-19,350440,5.21,1194094,17
Indiana,2021-02-20,372868,5.54,1234416,18
Indiana,2021-02-21,393133,5.84,1269839,18
Indiana,2021-02-22,406193,6.03,1292340,19
Indiana,2021-02-23,409185,6.08,1298877,19
Indiana,2021-02-24,442984,6.58,1361053,20
Indiana,2021-02-25,497603,7.39,1459296,21
Indiana,2021-02-26,523102,7.77,1505040,22
Indiana,2021-02-27,547718,8.14,1551945,23
Indiana,2021-02-28,568523,8.44,1590344,23
Indiana,2021-03-01,582218,8.65,1615149,23
Indiana,2021-03-02,586294,8.71,1624577,24
Indiana,2021-03-03,604583,8.98,1657664,24
Indiana,2021-03-04,626952,9.31,1697536,25
Indiana,2021-03-05,652106,9.69,1748623,25
Indiana,2021-03-06,676716,10.05,1800802,26
Indiana,2021-03-07,696962,10.35,1844669,27
Indiana,2021-03-08,716718,10.65,1879649,27
Indiana,2021-03-09,724015,10.75,1892845,28
Indiana,2021-03-10,745011,11.07,1934412,28
Indiana,2021-03-11,765301,11.37,1979075,29
Indiana,2021-03-12,792015,11.76,2030306,30
Indiana,2021-03-13,837244,12.44,2127154,31
Indiana,2021-03-14,837398,12.44,2127229,31
Indiana,2021-03-15,854647,12.69,2160312,32
Indiana,2021-03-16,859950,12.77,2170644,32
Indiana,2021-03-17,875577,13.01,2206988,32
Indiana,2021-03-18,893151,13.27,2252443,33
Indiana,2021-03-19,913463,13.57,2304432,34
Indiana,2021-03-20,937926,13.93,2360942,35
Indiana,2021-03-21,956783,14.21,2406866,35
Indiana,2021-03-22,969665,14.4,2437519,36
Indiana,2021-03-23,974543,14.48,2447336,36
Indiana,2021-03-24,989857,14.7,2488889,36
Indiana,2021-03-25,1011271,15.02,2540707,37
Indiana,2021-03-26,1036624,15.4,2598661,38
Indiana,2021-03-27,1060159,15.75,2655132,39
Indiana,2021-03-28,1082231,16.08,2700392,40
Indiana,2021-03-29,1098306,16.31,2734813,40
Indiana,2021-03-30,1103261,16.39,2744163,40
Indiana,2021-03-31,1123914,16.69,2787166,41
Indiana,2021-04-01,1147247,17.04,2840511,42
Indiana,2021-04-02,1174624,17.45,2903944,43
Indiana,2021-04-03,1208285,17.95,2972415,44
Indiana,2021-04-04,1233438,18.32,3016801,44
Indiana,2021-04-05,1250217,18.57,3048583,45
Indiana,2021-04-06,1252763,18.61,3057121,45
Indiana,2021-04-07,1272876,18.91,3099903,46
Indiana,2021-04-08,1298097,19.28,3158259,46
Indiana,2021-04-09,1326151,19.7,3229355,47
Indiana,2021-04-10,1356734,20.15,3301186,49
Iowa,2021-01-12,6099,0.19,98691,3
Iowa,2021-01-13,9603,0.3,112093,3
Iowa,2021-01-15,10742,0.34,120983,3
Iowa,2021-01-19,12629,0.4,144955,4
Iowa,2021-01-20,13995,0.44,149850,4
Iowa,2021-01-21,16860,0.53,158743,5
Iowa,2021-01-22,22429,0.71,170607,5
Iowa,2021-01-23,26426,0.84,180110,5
Iowa,2021-01-24,30949,0.98,191183,6
Iowa,2021-01-25,32149,1.02,196203,6
Iowa,2021-01-26,32547,1.03,197982,6
Iowa,2021-01-27,36067,1.14,204196,6
Iowa,2021-01-28,40477,1.28,212497,6
Iowa,2021-01-29,46785,1.48,224347,7
Iowa,2021-01-30,52324,1.66,237874,7
Iowa,2021-01-31,58367,1.85,252202,7
Iowa,2021-02-01,60259,1.91,257468,8
Iowa,2021-02-02,61085,1.94,259522,8
Iowa,2021-02-03,64234,2.04,266777,8
Iowa,2021-02-04,69401,2.2,279252,8
Iowa,2021-02-05,74252,2.35,293377,9
Iowa,2021-02-06,80640,2.56,308527,9
Iowa,2021-02-07,87373,2.77,328412,10
Iowa,2021-02-08,89506,2.84,345350,10
Iowa,2021-02-09,90525,2.87,351803,11
Iowa,2021-02-10,95650,3.03,368759,11
Iowa,2021-02-11,99986,3.17,387370,12
Iowa,2021-02-12,104622,3.32,408578,12
Iowa,2021-02-13,109660,3.48,432473,13
Iowa,2021-02-14,115407,3.66,456512,14
Iowa,2021-02-16,119865,3.8,485710,15
Iowa,2021-02-17,122291,3.88,495487,15
Iowa,2021-02-18,124111,3.93,507650,16
Iowa,2021-02-19,134995,4.28,552706,17
Iowa,2021-02-20,141104,4.47,577374,18
Iowa,2021-02-21,147615,4.68,599489,19
Iowa,2021-02-22,152158,4.82,611188,19
Iowa,2021-02-23,153335,4.86,614928,19
Iowa,2021-02-24,155321,4.92,621717,19
Iowa,2021-02-25,157985,5.01,631160,20
Iowa,2021-02-26,163243,5.17,654074,20
Iowa,2021-02-27,169214,5.36,684596,21
Iowa,2021-02-28,178637,5.66,713054,22
Iowa,2021-03-01,188168,5.96,734845,23
Iowa,2021-03-02,190215,6.03,740713,23
Iowa,2021-03-03,196691,6.23,753860,23
Iowa,2021-03-04,206008,6.53,773314,24
Iowa,2021-03-05,219494,6.96,801113,25
Iowa,2021-03-06,253261,8.03,861247,27
Iowa,2021-03-07,274405,8.7,906470,28
Iowa,2021-03-08,304688,9.66,940050,29
Iowa,2021-03-09,313434,9.93,952377,30
Iowa,2021-03-10,323127,10.24,969877,30
Iowa,2021-03-11,339509,10.76,999390,31
Iowa,2021-03-12,359687,11.4,1034296,32
Iowa,2021-03-13,407675,12.92,1114523,35
Iowa,2021-03-14,407760,12.92,1114556,35
Iowa,2021-03-15,423373,13.42,1145079,36
Iowa,2021-03-16,428963,13.6,1155003,36
Iowa,2021-03-17,429403,13.61,1155384,36
Iowa,2021-03-18,441682,14.0,1182560,37
Iowa,2021-03-19,464445,14.72,1225964,38
Iowa,2021-03-20,485885,15.4,1265775,40
Iowa,2021-03-21,503391,15.95,1302395,41
Iowa,2021-03-22,513482,16.27,1324891,41
Iowa,2021-03-23,517307,16.4,1333747,42
Iowa,2021-03-24,523340,16.59,1346156,42
Iowa,2021-03-25,530038,16.8,1369302,43
Iowa,2021-03-26,544454,17.26,1402543,44
Iowa,2021-03-27,562423,17.83,1445223,45
Iowa,2021-03-28,585741,18.57,1488820,47
Iowa,2021-03-29,598935,18.98,1514487,48
Iowa,2021-03-30,603095,19.12,1525091,48
Iowa,2021-03-31,610099,19.34,1539664,48
Iowa,2021-04-01,621545,19.7,1567904,49
Iowa,2021-04-02,636810,20.18,1605295,50
Iowa,2021-04-03,672306,21.31,1687691,53
Iowa,2021-04-04,672920,21.33,1688053,53
Iowa,2021-04-05,683527,21.66,1706823,54
Iowa,2021-04-06,686954,21.77,1716227,54
Iowa,2021-04-07,695437,22.04,1732177,54
Iowa,2021-04-08,712554,22.58,1765354,55
Iowa,2021-04-09,732901,23.23,1807025,57
Iowa,2021-04-10,755255,23.94,1854009,58
Kansas,2021-01-12,9577,0.33,78268,2
Kansas,2021-01-13,12470,0.43,85650,2
Kansas,2021-01-15,13496,0.46,97779,3
Kansas,2021-01-19,15602,0.54,118434,4
Kansas,2021-01-20,16013,0.55,122705,4
Kansas,2021-01-21,17430,0.6,130434,4
Kansas,2021-01-22,19325,0.66,137094,4
Kansas,2021-01-23,20883,0.72,144909,4
Kansas,2021-01-24,22610,0.78,151249,5
Kansas,2021-01-25,23635,0.81,154719,5
Kansas,2021-01-26,25349,0.87,158743,5
Kansas,2021-01-27,26457,0.91,168392,5
Kansas,2021-01-28,31429,1.08,190301,6
Kansas,2021-01-29,31482,1.08,190540,6
Kansas,2021-01-30,36738,1.26,206520,7
Kansas,2021-01-31,39753,1.36,221469,7
Kansas,2021-02-01,42297,1.45,226895,7
Kansas,2021-02-02,44420,1.52,231201,7
Kansas,2021-02-03,47394,1.63,241156,8
Kansas,2021-02-04,51322,1.76,251425,8
Kansas,2021-02-05,54834,1.88,263624,9
Kansas,2021-02-06,60203,2.07,280252,9
Kansas,2021-02-07,65559,2.25,296284,10
Kansas,2021-02-08,68565,2.35,303094,10
Kansas,2021-02-09,70115,2.41,305574,10
Kansas,2021-02-10,76561,2.63,319662,10
Kansas,2021-02-11,81948,2.81,332923,11
Kansas,2021-02-12,86597,2.97,350741,12
Kansas,2021-02-13,91577,3.14,367891,12
Kansas,2021-02-14,99392,3.41,389983,13
Kansas,2021-02-16,102601,3.52,397247,13
Kansas,2021-02-17,106249,3.65,405166,13
Kansas,2021-02-18,112651,3.87,417825,14
Kansas,2021-02-19,128614,4.41,466718,16
Kansas,2021-02-20,138765,4.76,488738,16
Kansas,2021-02-21,148378,5.09,509332,17
Kansas,2021-02-22,163500,5.61,514728,17
Kansas,2021-02-23,164873,5.66,517379,17
Kansas,2021-02-24,171637,5.89,530904,18
Kansas,2021-02-25,177877,6.11,542433,18
Kansas,2021-02-26,185731,6.38,560776,19
Kansas,2021-02-27,197648,6.78,583498,20
Kansas,2021-02-28,209331,7.19,609765,20
Kansas,2021-03-01,212327,7.29,620939,21
Kansas,2021-03-02,216606,7.44,629548,21
Kansas,2021-03-03,222809,7.65,644921,22
Kansas,2021-03-04,229206,7.87,661143,22
Kansas,2021-03-05,237853,8.16,683046,23
Kansas,2021-03-06,246974,8.48,707897,24
Kansas,2021-03-07,257534,8.84,734335,25
Kansas,2021-03-08,261951,8.99,742945,25
Kansas,2021-03-09,265215,9.1,751652,25
Kansas,2021-03-10,273211,9.38,769636,26
Kansas,2021-03-11,284796,9.78,796242,27
Kansas,2021-03-12,303570,10.42,847260,29
Kansas,2021-03-13,306140,10.51,850639,29
Kansas,2021-03-14,323386,11.1,900500,30
Kansas,2021-03-15,329299,11.3,909577,31
Kansas,2021-03-16,334212,11.47,917107,31
Kansas,2021-03-17,339940,11.67,931281,31
Kansas,2021-03-18,348321,11.96,959395,32
Kansas,2021-03-19,361435,12.41,997844,34
Kansas,2021-03-20,373957,12.84,1035916,35
