Entity,Code,Day,people_fully_vaccinated
Ohio,,2021-04-09,2436093
Ohio,,2021-04-10,2524316
Oklahoma,,2021-01-12,17463
Oklahoma,,2021-01-13,22278
Oklahoma,,2021-01-15,28917
Oklahoma,,2021-01-19,30919
Oklahoma,,2021-01-20,32308
Oklahoma,,2021-01-21,34706
Oklahoma,,2021-01-22,37435
Oklahoma,,2021-01-23,39290
Oklahoma,,2021-01-24,41289
Oklahoma,,2021-01-25,41634
Oklahoma,,2021-01-26,41814
Oklahoma,,2021-01-27,46596
Oklahoma,,2021-01-28,52465
Oklahoma,,2021-01-29,60680
Oklahoma,,2021-01-30,68510
Oklahoma,,2021-01-31,78459
Oklahoma,,2021-02-01,80231
Oklahoma,,2021-02-02,80465
Oklahoma,,2021-02-03,87596
Oklahoma,,2021-02-04,99354
Oklahoma,,2021-02-05,114208
Oklahoma,,2021-02-06,131556
Oklahoma,,2021-02-07,145610
Oklahoma,,2021-02-08,151019
Oklahoma,,2021-02-09,152243
Oklahoma,,2021-02-10,162188
Oklahoma,,2021-02-11,172509
Oklahoma,,2021-02-12,178566
Oklahoma,,2021-02-13,188852
Oklahoma,,2021-02-14,201044
Oklahoma,,2021-02-16,206173
Oklahoma,,2021-02-17,206905
Oklahoma,,2021-02-18,209203
Oklahoma,,2021-02-19,240890
Oklahoma,,2021-02-20,251032
Oklahoma,,2021-02-21,274345
Oklahoma,,2021-02-22,288951
Oklahoma,,2021-02-23,298327
Oklahoma,,2021-02-24,309461
Oklahoma,,2021-02-25,324341
Oklahoma,,2021-02-26,345705
Oklahoma,,2021-02-27,367540
Oklahoma,,2021-02-28,393028
Oklahoma,,2021-03-01,400460
Oklahoma,,2021-03-02,401779
Oklahoma,,2021-03-03,411725
Oklahoma,,2021-03-04,426191
Oklahoma,,2021-03-05,435582
Oklahoma,,2021-03-06,447602
Oklahoma,,2021-03-07,458310
Oklahoma,,2021-03-08,465461
Oklahoma,,2021-03-09,468285
Oklahoma,,2021-03-10,479038
Oklahoma,,2021-03-11,486421
Oklahoma,,2021-03-12,493020
Oklahoma,,2021-03-13,502588
Oklahoma,,2021-03-14,513020
Oklahoma,,2021-03-15,517222
Oklahoma,,2021-03-16,517951
Oklahoma,,2021-03-17,533659
Oklahoma,,2021-03-18,541818
Oklahoma,,2021-03-19,550979
Oklahoma,,2021-03-20,560727
Oklahoma,,2021-03-21,575499
Oklahoma,,2021-03-22,586559
Oklahoma,,2021-03-23,590024
Oklahoma,,2021-03-24,600632
Oklahoma,,2021-03-25,619062
Oklahoma,,2021-03-26,634602
Oklahoma,,2021-03-27,652623
Oklahoma,,2021-03-28,675816
Oklahoma,,2021-03-29,685348
Oklahoma,,2021-03-30,688345
Oklahoma,,2021-03-31,704689
Oklahoma,,2021-04-01,730894
Oklahoma,,2021-04-02,753454
Oklahoma,,2021-04-03,780664
Oklahoma,,2021-04-04,801830
Oklahoma,,2021-04-05,810376
Oklahoma,,2021-04-06,812570
Oklahoma,,2021-04-07,834683
Oklahoma,,2021-04-08,855150
Oklahoma,,2021-04-09,877403
Oklahoma,,2021-04-10,902370
Oregon,,2021-01-12,4813
Oregon,,2021-01-13,7014
Oregon,,2021-01-15,12795
Oregon,,2021-01-19,23866
Oregon,,2021-01-20,23866
Oregon,,2021-01-21,23866
Oregon,,2021-01-22,34536
Oregon,,2021-01-23,37983
Oregon,,2021-01-24,40348
Oregon,,2021-01-25,42426
Oregon,,2021-01-26,43942
Oregon,,2021-01-27,48261
Oregon,,2021-01-28,53662
Oregon,,2021-01-29,58664
Oregon,,2021-01-30,66188
Oregon,,2021-01-31,74927
Oregon,,2021-02-01,79522
Oregon,,2021-02-02,83898
Oregon,,2021-02-03,91240
Oregon,,2021-02-04,100414
Oregon,,2021-02-05,107146
Oregon,,2021-02-06,118378
Oregon,,2021-02-07,130687
Oregon,,2021-02-08,139700
Oregon,,2021-02-09,145517
Oregon,,2021-02-10,152361
Oregon,,2021-02-11,152361
Oregon,,2021-02-12,152361
Oregon,,2021-02-13,181841
Oregon,,2021-02-14,193105
Oregon,,2021-02-16,199679
Oregon,,2021-02-17,202959
Oregon,,2021-02-18,209930
Oregon,,2021-02-19,234021
Oregon,,2021-02-20,249241
Oregon,,2021-02-21,265789
Oregon,,2021-02-22,277357
Oregon,,2021-02-23,289506
Oregon,,2021-02-24,289751
Oregon,,2021-02-25,302615
Oregon,,2021-02-26,322835
Oregon,,2021-02-27,335419
Oregon,,2021-02-28,352906
Oregon,,2021-03-01,364170
Oregon,,2021-03-02,369954
Oregon,,2021-03-03,374752
Oregon,,2021-03-04,385738
Oregon,,2021-03-05,397904
Oregon,,2021-03-06,409610
Oregon,,2021-03-07,420302
Oregon,,2021-03-08,431930
Oregon,,2021-03-09,440717
Oregon,,2021-03-10,447042
Oregon,,2021-03-11,448006
Oregon,,2021-03-12,461440
Oregon,,2021-03-13,486303
Oregon,,2021-03-14,498278
Oregon,,2021-03-15,508427
Oregon,,2021-03-16,518520
Oregon,,2021-03-17,519950
Oregon,,2021-03-18,529551
Oregon,,2021-03-19,548689
Oregon,,2021-03-20,565879
Oregon,,2021-03-21,578990
Oregon,,2021-03-22,589589
Oregon,,2021-03-23,600466
Oregon,,2021-03-24,608702
Oregon,,2021-03-25,618399
Oregon,,2021-03-26,629470
Oregon,,2021-03-27,648511
Oregon,,2021-03-28,665111
Oregon,,2021-03-29,679516
Oregon,,2021-03-30,687942
Oregon,,2021-03-31,703262
Oregon,,2021-04-01,720833
Oregon,,2021-04-02,739353
Oregon,,2021-04-03,762016
Oregon,,2021-04-04,782997
Oregon,,2021-04-05,800917
Oregon,,2021-04-06,811749
Oregon,,2021-04-07,825601
Oregon,,2021-04-08,844551
Oregon,,2021-04-09,867782
Oregon,,2021-04-10,897440
Pennsylvania,,2021-01-12,10591
Pennsylvania,,2021-01-13,18051
Pennsylvania,,2021-01-15,66941
Pennsylvania,,2021-01-19,79526
Pennsylvania,,2021-01-20,85290
Pennsylvania,,2021-01-21,96395
Pennsylvania,,2021-01-22,112692
Pennsylvania,,2021-01-23,122849
Pennsylvania,,2021-01-24,131908
Pennsylvania,,2021-01-25,135939
Pennsylvania,,2021-01-26,141304
Pennsylvania,,2021-01-27,156798
Pennsylvania,,2021-01-28,159259
Pennsylvania,,2021-01-29,193432
Pennsylvania,,2021-01-30,209964
Pennsylvania,,2021-01-31,223489
Pennsylvania,,2021-02-01,231261
Pennsylvania,,2021-02-02,236995
Pennsylvania,,2021-02-03,237876
Pennsylvania,,2021-02-04,257255
Pennsylvania,,2021-02-05,275444
Pennsylvania,,2021-02-06,298741
Pennsylvania,,2021-02-07,321336
Pennsylvania,,2021-02-08,328907
Pennsylvania,,2021-02-09,340234
Pennsylvania,,2021-02-10,356869
Pennsylvania,,2021-02-11,373882
Pennsylvania,,2021-02-12,399610
Pennsylvania,,2021-02-13,403898
Pennsylvania,,2021-02-14,453485
Pennsylvania,,2021-02-16,457037
Pennsylvania,,2021-02-17,498866
Pennsylvania,,2021-02-18,518285
Pennsylvania,,2021-02-19,577183
Pennsylvania,,2021-02-20,596337
Pennsylvania,,2021-02-21,631998
Pennsylvania,,2021-02-22,654674
Pennsylvania,,2021-02-23,667307
Pennsylvania,,2021-02-24,689403
Pennsylvania,,2021-02-25,718962
Pennsylvania,,2021-02-26,752848
Pennsylvania,,2021-02-27,800575
Pennsylvania,,2021-02-28,833444
Pennsylvania,,2021-03-01,871814
Pennsylvania,,2021-03-02,888877
Pennsylvania,,2021-03-03,915065
Pennsylvania,,2021-03-04,950079
Pennsylvania,,2021-03-05,988025
Pennsylvania,,2021-03-06,1033492
Pennsylvania,,2021-03-07,1038966
Pennsylvania,,2021-03-08,1043146
Pennsylvania,,2021-03-09,1117905
Pennsylvania,,2021-03-10,1161950
Pennsylvania,,2021-03-11,1203908
Pennsylvania,,2021-03-12,1211482
Pennsylvania,,2021-03-13,1341625
Pennsylvania,,2021-03-14,1378528
Pennsylvania,,2021-03-15,1422010
Pennsylvania,,2021-03-16,1442681
Pennsylvania,,2021-03-17,1538429
Pennsylvania,,2021-03-18,1580677
Pennsylvania,,2021-03-19,1587925
Pennsylvania,,2021-03-20,1596830
Pennsylvania,,2021-03-21,1599223
Pennsylvania,,2021-03-22,1639030
Pennsylvania,,2021-03-23,1782548
Pennsylvania,,2021-03-24,1828033
Pennsylvania,,2021-03-25,1843196
Pennsylvania,,2021-03-26,1899063
Pennsylvania,,2021-03-27,1954462
Pennsylvania,,2021-03-28,2007637
Pennsylvania,,2021-03-29,2055405
Pennsylvania,,2021-03-30,2084919
Pennsylvania,,2021-03-31,2128284
Pennsylvania,,2021-04-01,2197732
Pennsylvania,,2021-04-02,2255292
Pennsylvania,,2021-04-03,2327675
Pennsylvania,,2021-04-04,2379746
Pennsylvania,,2021-04-05,2424161
Pennsylvania,,2021-04-06,2448811
Pennsylvania,,2021-04-07,2461399
Pennsylvania,,2021-04-08,2479698
Pennsylvania,,2021-04-09,2512316
Pennsylvania,,2021-04-10,2775652
Puerto Rico,PRI,2021-01-12,7666
Puerto Rico,PRI,2021-01-13,11550
Puerto Rico,PRI,2021-01-15,16360
Puerto Rico,PRI,2021-01-19,21368
Puerto Rico,PRI,2021-01-20,23428
Puerto Rico,PRI,2021-01-21,26627
Puerto Rico,PRI,2021-01-22,32181
Puerto Rico,PRI,2021-01-23,35705
Puerto Rico,PRI,2021-01-24,39016
Puerto Rico,PRI,2021-01-25,39384
Puerto Rico,PRI,2021-01-26,39522
Puerto Rico,PRI,2021-01-27,42437
Puerto Rico,PRI,2021-01-28,45057
Puerto Rico,PRI,2021-01-29,48196
Puerto Rico,PRI,2021-01-30,51159
Puerto Rico,PRI,2021-01-31,54276
Puerto Rico,PRI,2021-02-01,54972
Puerto Rico,PRI,2021-02-02,54972
Puerto Rico,PRI,2021-02-03,58951
Puerto Rico,PRI,2021-02-04,62336
Puerto Rico,PRI,2021-02-05,65261
Puerto Rico,PRI,2021-02-06,69224
Puerto Rico,PRI,2021-02-07,69224
Puerto Rico,PRI,2021-02-08,69224
Puerto Rico,PRI,2021-02-09,75814
Puerto Rico,PRI,2021-02-10,80807
Puerto Rico,PRI,2021-02-11,86660
Puerto Rico,PRI,2021-02-12,86660
Puerto Rico,PRI,2021-02-13,102807
Puerto Rico,PRI,2021-02-14,108793
Puerto Rico,PRI,2021-02-16,111002
Puerto Rico,PRI,2021-02-17,113075
Puerto Rico,PRI,2021-02-18,122443
Puerto Rico,PRI,2021-02-19,139129
Puerto Rico,PRI,2021-02-20,147986
Puerto Rico,PRI,2021-02-21,154598
Puerto Rico,PRI,2021-02-22,154656
Puerto Rico,PRI,2021-02-23,156649
Puerto Rico,PRI,2021-02-24,164396
Puerto Rico,PRI,2021-02-25,172089
Puerto Rico,PRI,2021-02-26,186418
Puerto Rico,PRI,2021-02-27,187418
Puerto Rico,PRI,2021-02-28,194630
Puerto Rico,PRI,2021-03-01,196337
Puerto Rico,PRI,2021-03-02,196435
Puerto Rico,PRI,2021-03-03,202838
Puerto Rico,PRI,2021-03-04,216670
Puerto Rico,PRI,2021-03-05,216953
Puerto Rico,PRI,2021-03-06,223154
Puerto Rico,PRI,2021-03-07,229847
Puerto Rico,PRI,2021-03-08,231579
Puerto Rico,PRI,2021-03-09,232141
Puerto Rico,PRI,2021-03-10,248683
Puerto Rico,PRI,2021-03-11,249152
Puerto Rico,PRI,2021-03-12,259324
Puerto Rico,PRI,2021-03-13,279724
Puerto Rico,PRI,2021-03-14,279836
Puerto Rico,PRI,2021-03-15,279934
Puerto Rico,PRI,2021-03-16,284522
Puerto Rico,PRI,2021-03-17,295034
Puerto Rico,PRI,2021-03-18,304183
Puerto Rico,PRI,2021-03-19,312391
Puerto Rico,PRI,2021-03-20,319519
Puerto Rico,PRI,2021-03-21,327489
Puerto Rico,PRI,2021-03-22,331874
Puerto Rico,PRI,2021-03-23,333016
Puerto Rico,PRI,2021-03-24,339041
Puerto Rico,PRI,2021-03-25,351547
Puerto Rico,PRI,2021-03-26,362425
Puerto Rico,PRI,2021-03-27,374507
Puerto Rico,PRI,2021-03-28,386795
Puerto Rico,PRI,2021-03-29,392056
Puerto Rico,PRI,2021-03-30,393521
Puerto Rico,PRI,2021-03-31,404691
Puerto Rico,PRI,2021-04-01,415027
Puerto Rico,PRI,2021-04-02,433407
Puerto Rico,PRI,2021-04-03,441027
Puerto Rico,PRI,2021-04-04,442492
Puerto Rico,PRI,2021-04-05,443903
Puerto Rico,PRI,2021-04-06,446628
Puerto Rico,PRI,2021-04-07,457252
Puerto Rico,PRI,2021-04-08,464881
Puerto Rico,PRI,2021-04-09,472472
Puerto Rico,PRI,2021-04-10,489472
Republic of Palau,,2021-01-15,1
Republic of Palau,,2021-01-19,1
Republic of Palau,,2021-01-20,1
Republic of Palau,,2021-01-21,2
Republic of Palau,,2021-01-22,2
Republic of Palau,,2021-01-23,2
Republic of Palau,,2021-01-24,2
Republic of Palau,,2021-01-25,2
Republic of Palau,,2021-01-26,2
Republic of Palau,,2021-01-29,1
Republic of Palau,,2021-01-30,1
Republic of Palau,,2021-01-31,1
Republic of Palau,,2021-02-01,1
Republic of Palau,,2021-02-02,63
Republic of Palau,,2021-02-03,119
Republic of Palau,,2021-02-04,119
Republic of Palau,,2021-02-05,251
Republic of Palau,,2021-02-06,251
Republic of Palau,,2021-02-07,358
Republic of Palau,,2021-02-08,358
Republic of Palau,,2021-02-09,359
Republic of Palau,,2021-02-10,418
Republic of Palau,,2021-02-11,722
Republic of Palau,,2021-02-12,762
Republic of Palau,,2021-02-13,1103
Republic of Palau,,2021-02-14,1212
Republic of Palau,,2021-02-16,1566
Republic of Palau,,2021-02-17,1899
Republic of Palau,,2021-02-18,1967
Republic of Palau,,2021-02-19,2380
Republic of Palau,,2021-02-20,2382
Republic of Palau,,2021-02-21,2665
Republic of Palau,,2021-02-22,2687
Republic of Palau,,2021-02-23,3041
Republic of Palau,,2021-02-24,3041
Republic of Palau,,2021-02-25,3051
Republic of Palau,,2021-02-26,3083
Republic of Palau,,2021-02-27,3085
Republic of Palau,,2021-02-28,3125
Republic of Palau,,2021-03-01,3125
Republic of Palau,,2021-03-02,3125
Republic of Palau,,2021-03-03,3125
Republic of Palau,,2021-03-04,3126
Republic of Palau,,2021-03-05,3127
Republic of Palau,,2021-03-06,3129
Republic of Palau,,2021-03-07,3129
Republic of Palau,,2021-03-08,3129
Republic of Palau,,2021-03-09,3130
Republic of Palau,,2021-03-10,3134
Republic of Palau,,2021-03-11,3136
Republic of Palau,,2021-03-12,3136
Republic of Palau,,2021-03-13,3137
Republic of Palau,,2021-03-14,3137
Republic of Palau,,2021-03-15,3137
Republic of Palau,,2021-03-16,3137
Republic of Palau,,2021-03-17,3139
Republic of Palau,,2021-03-18,3377
Republic of Palau,,2021-03-19,3378
Republic of Palau,,2021-03-20,3680
Republic of Palau,,2021-03-21,3683
Republic of Palau,,2021-03-22,3723
Republic of Palau,,2021-03-23,4125
Republic of Palau,,2021-03-24,4521
Republic of Palau,,2021-03-25,5145
Republic of Palau,,2021-03-26,5202
Republic of Palau,,2021-03-27,5203
Republic of Palau,,2021-03-28,5250
Republic of Palau,,2021-03-29,5250
Republic of Palau,,2021-03-30,5250
Republic of Palau,,2021-03-31,5251
Republic of Palau,,2021-04-01,5251
Republic of Palau,,2021-04-02,5299
Republic of Palau,,2021-04-03,5299
Republic of Palau,,2021-04-04,5299
Republic of Palau,,2021-04-05,5299
Republic of Palau,,2021-04-06,5305
Republic of Palau,,2021-04-07,5308
Republic of Palau,,2021-04-08,5629
Republic of Palau,,2021-04-09,5919
Republic of Palau,,2021-04-10,5919
Rhode Island,,2021-01-12,4141
Rhode Island,,2021-01-13,5490
Rhode Island,,2021-01-15,8156
Rhode Island,,2021-01-19,9902
Rhode Island,,2021-01-20,10696
Rhode Island,,2021-01-21,11136
Rhode Island,,2021-01-22,12023
Rhode Island,,2021-01-23,12580
Rhode Island,,2021-01-24,13260
Rhode Island,,2021-01-25,13649
Rhode Island,,2021-01-26,14148
Rhode Island,,2021-01-27,16410
Rhode Island,,2021-01-28,18562
Rhode Island,,2021-01-29,20321
Rhode Island,,2021-01-30,22401
Rhode Island,,2021-01-31,23408
Rhode Island,,2021-02-01,25435
Rhode Island,,2021-02-02,26027
Rhode Island,,2021-02-03,26973
Rhode Island,,2021-02-04,27884
Rhode Island,,2021-02-05,28979
Rhode Island,,2021-02-06,30711
Rhode Island,,2021-02-07,33699
Rhode Island,,2021-02-08,35402
Rhode Island,,2021-02-09,35770
Rhode Island,,2021-02-10,37051
Rhode Island,,2021-02-11,38158
Rhode Island,,2021-02-12,40051
Rhode Island,,2021-02-13,41591
Rhode Island,,2021-02-14,43717
Rhode Island,,2021-02-16,46511
Rhode Island,,2021-02-17,48089
Rhode Island,,2021-02-18,51711
Rhode Island,,2021-02-19,57064
Rhode Island,,2021-02-20,59553
Rhode Island,,2021-02-21,61609
Rhode Island,,2021-02-22,62287
Rhode Island,,2021-02-23,63455
Rhode Island,,2021-02-24,64774
Rhode Island,,2021-02-25,66168
Rhode Island,,2021-02-26,67700
Rhode Island,,2021-02-27,69910
Rhode Island,,2021-02-28,73919
Rhode Island,,2021-03-01,77763
Rhode Island,,2021-03-02,79532
Rhode Island,,2021-03-03,81394
Rhode Island,,2021-03-04,82946
Rhode Island,,2021-03-05,85952
Rhode Island,,2021-03-06,88932
Rhode Island,,2021-03-07,91305
Rhode Island,,2021-03-08,93178
Rhode Island,,2021-03-09,94332
Rhode Island,,2021-03-10,97198
Rhode Island,,2021-03-11,101364
Rhode Island,,2021-03-12,104330
Rhode Island,,2021-03-13,108252
Rhode Island,,2021-03-14,111247
Rhode Island,,2021-03-15,117146
Rhode Island,,2021-03-16,119774
Rhode Island,,2021-03-17,123688
Rhode Island,,2021-03-18,128504
Rhode Island,,2021-03-19,138714
Rhode Island,,2021-03-20,148748
Rhode Island,,2021-03-21,157270
Rhode Island,,2021-03-22,167542
Rhode Island,,2021-03-23,175119
Rhode Island,,2021-03-24,180299
Rhode Island,,2021-03-25,186246
Rhode Island,,2021-03-26,192575
Rhode Island,,2021-03-27,198769
Rhode Island,,2021-03-28,205007
Rhode Island,,2021-03-29,212922
Rhode Island,,2021-03-30,218881
Rhode Island,,2021-03-31,221888
Rhode Island,,2021-04-01,227282
Rhode Island,,2021-04-02,235663
Rhode Island,,2021-04-03,243536
Rhode Island,,2021-04-04,251655
Rhode Island,,2021-04-05,259292
Rhode Island,,2021-04-06,263821
Rhode Island,,2021-04-07,268487
Rhode Island,,2021-04-08,275166
Rhode Island,,2021-04-09,280240
Rhode Island,,2021-04-10,287291
South Carolina,,2021-01-12,3954
South Carolina,,2021-01-13,12213
South Carolina,,2021-01-15,19477
South Carolina,,2021-01-19,30243
South Carolina,,2021-01-20,30679
South Carolina,,2021-01-21,34277
South Carolina,,2021-01-22,38183
South Carolina,,2021-01-23,40812
South Carolina,,2021-01-24,43810
South Carolina,,2021-01-25,47563
South Carolina,,2021-01-26,48157
South Carolina,,2021-01-27,49869
South Carolina,,2021-01-28,55183
South Carolina,,2021-01-29,60974
South Carolina,,2021-01-30,66286
South Carolina,,2021-01-31,74459
South Carolina,,2021-02-01,80038
South Carolina,,2021-02-02,81203
South Carolina,,2021-02-03,84010
South Carolina,,2021-02-04,89983
South Carolina,,2021-02-05,96485
South Carolina,,2021-02-06,103432
South Carolina,,2021-02-07,113169
South Carolina,,2021-02-08,119206
South Carolina,,2021-02-09,119206
South Carolina,,2021-02-10,126831
South Carolina,,2021-02-11,133648
South Carolina,,2021-02-12,140806
South Carolina,,2021-02-13,153014
South Carolina,,2021-02-14,167699
South Carolina,,2021-02-16,183497
South Carolina,,2021-02-17,190900
South Carolina,,2021-02-18,201703
South Carolina,,2021-02-19,222887
South Carolina,,2021-02-20,237292
South Carolina,,2021-02-21,254826
South Carolina,,2021-02-22,272452
South Carolina,,2021-02-23,276492
South Carolina,,2021-02-24,286518
South Carolina,,2021-02-25,300144
South Carolina,,2021-02-26,313285
South Carolina,,2021-02-27,330330
South Carolina,,2021-02-28,345618
South Carolina,,2021-03-01,357296
South Carolina,,2021-03-02,359783
South Carolina,,2021-03-03,377722
South Carolina,,2021-03-04,412007
South Carolina,,2021-03-05,425519
South Carolina,,2021-03-06,454186
South Carolina,,2021-03-07,488020
South Carolina,,2021-03-08,499288
South Carolina,,2021-03-09,505570
South Carolina,,2021-03-10,516180
South Carolina,,2021-03-11,531345
South Carolina,,2021-03-12,545192
South Carolina,,2021-03-13,574452
South Carolina,,2021-03-14,574646
South Carolina,,2021-03-15,586073
South Carolina,,2021-03-16,589423
South Carolina,,2021-03-17,597686
South Carolina,,2021-03-18,609393
South Carolina,,2021-03-19,621862
South Carolina,,2021-03-20,630289
South Carolina,,2021-03-21,643124
South Carolina,,2021-03-22,656563
South Carolina,,2021-03-23,659949
South Carolina,,2021-03-24,673354
South Carolina,,2021-03-25,686118
South Carolina,,2021-03-26,699614
South Carolina,,2021-03-27,718292
South Carolina,,2021-03-28,738219
South Carolina,,2021-03-29,756487
South Carolina,,2021-03-30,762621
South Carolina,,2021-03-31,774353
South Carolina,,2021-04-01,792963
South Carolina,,2021-04-02,814682
South Carolina,,2021-04-03,816770
South Carolina,,2021-04-04,849778
South Carolina,,2021-04-05,861028
South Carolina,,2021-04-06,866348
South Carolina,,2021-04-07,887555
South Carolina,,2021-04-08,943051
South Carolina,,2021-04-09,966695
South Carolina,,2021-04-10,998461
South Dakota,,2021-01-12,7374
South Dakota,,2021-01-13,7921
South Dakota,,2021-01-15,9666
South Dakota,,2021-01-19,9777
South Dakota,,2021-01-20,9922
South Dakota,,2021-01-21,10796
South Dakota,,2021-01-22,13831
South Dakota,,2021-01-23,16164
South Dakota,,2021-01-24,17293
South Dakota,,2021-01-25,18504
South Dakota,,2021-01-26,18753
South Dakota,,2021-01-27,21895
South Dakota,,2021-01-28,24543
South Dakota,,2021-01-29,26665
South Dakota,,2021-01-30,28547
South Dakota,,2021-01-31,29362
South Dakota,,2021-02-01,30557
South Dakota,,2021-02-02,30803
South Dakota,,2021-02-03,31863
South Dakota,,2021-02-04,33898
South Dakota,,2021-02-05,35590
South Dakota,,2021-02-06,38626
South Dakota,,2021-02-07,39756
South Dakota,,2021-02-08,40368
South Dakota,,2021-02-09,40466
South Dakota,,2021-02-10,41607
South Dakota,,2021-02-11,43827
South Dakota,,2021-02-12,45505
South Dakota,,2021-02-13,48674
South Dakota,,2021-02-14,50247
South Dakota,,2021-02-16,51631
South Dakota,,2021-02-17,52337
South Dakota,,2021-02-18,54611
South Dakota,,2021-02-19,69083
South Dakota,,2021-02-20,73029
South Dakota,,2021-02-21,75719
South Dakota,,2021-02-22,77002
South Dakota,,2021-02-23,77602
South Dakota,,2021-02-24,79453
South Dakota,,2021-02-25,82296
South Dakota,,2021-02-26,86836
South Dakota,,2021-02-27,90204
South Dakota,,2021-02-28,93922
South Dakota,,2021-03-01,95432
South Dakota,,2021-03-02,95545
South Dakota,,2021-03-03,97334
South Dakota,,2021-03-04,100474
South Dakota,,2021-03-05,105267
South Dakota,,2021-03-06,108295
South Dakota,,2021-03-07,111664
South Dakota,,2021-03-08,113754
South Dakota,,2021-03-09,113842
South Dakota,,2021-03-10,116073
South Dakota,,2021-03-11,119696
South Dakota,,2021-03-12,125023
South Dakota,,2021-03-13,130331
South Dakota,,2021-03-14,134683
South Dakota,,2021-03-15,138196
South Dakota,,2021-03-16,138707
South Dakota,,2021-03-17,141180
South Dakota,,2021-03-18,145825
South Dakota,,2021-03-19,152321
South Dakota,,2021-03-20,158075
South Dakota,,2021-03-21,163402
South Dakota,,2021-03-22,165224
South Dakota,,2021-03-23,165441
South Dakota,,2021-03-24,168245
South Dakota,,2021-03-25,172622
South Dakota,,2021-03-26,177965
South Dakota,,2021-03-27,185598
South Dakota,,2021-03-28,191284
South Dakota,,2021-03-29,194048
South Dakota,,2021-03-30,194684
South Dakota,,2021-03-31,198087
South Dakota,,2021-04-01,202298
South Dakota,,2021-04-02,207448
South Dakota,,2021-04-03,213475
South Dakota,,2021-04-04,219273
South Dakota,,2021-04-05,220982
South Dakota,,2021-04-06,221239
South Dakota,,2021-04-07,224149
South Dakota,,2021-04-08,229617
South Dakota,,2021-04-09,235316
South Dakota,,2021-04-10,243221
Tennessee,,2021-01-12,17914
Tennessee,,2021-01-13,24026
Tennessee,,2021-01-15,37800
Tennessee,,2021-01-19,48867
Tennessee,,2021-01-20,52051
Tennessee,,2021-01-21,61743
Tennessee,,2021-01-22,76162
Tennessee,,2021-01-23,87376
Tennessee,,2021-01-24,96619
Tennessee,,2021-01-25,99842
Tennessee,,2021-01-26,101657
Tennessee,,2021-01-27,112362
Tennessee,,2021-01-28,123116
Tennessee,,2021-01-29,143592
Tennessee,,2021-01-30,155936
Tennessee,,2021-01-31,169166
Tennessee,,2021-02-01,178248
Tennessee,,2021-02-02,179546
Tennessee,,2021-02-03,192674
Tennessee,,2021-02-04,204419
Tennessee,,2021-02-05,215763
Tennessee,,2021-02-06,228198
Tennessee,,2021-02-07,244539
Tennessee,,2021-02-08,248911
Tennessee,,2021-02-09,250647
Tennessee,,2021-02-10,259283
Tennessee,,2021-02-11,267820
Tennessee,,2021-02-12,279980
Tennessee,,2021-02-13,288311
Tennessee,,2021-02-14,303722
Tennessee,,2021-02-16,313510
Tennessee,,2021-02-17,314957
Tennessee,,2021-02-18,318673
Tennessee,,2021-02-19,339016
Tennessee,,2021-02-20,344665
Tennessee,,2021-02-21,355245
Tennessee,,2021-02-22,356656
Tennessee,,2021-02-23,361428
Tennessee,,2021-02-24,380372
Tennessee,,2021-02-25,396696
Tennessee,,2021-02-26,416149
Tennessee,,2021-02-27,435414
Tennessee,,2021-02-28,458159
Tennessee,,2021-03-01,468251
Tennessee,,2021-03-02,470596
Tennessee,,2021-03-03,487741
Tennessee,,2021-03-04,501995
Tennessee,,2021-03-05,523776
Tennessee,,2021-03-06,538193
Tennessee,,2021-03-07,564759
Tennessee,,2021-03-08,573256
Tennessee,,2021-03-09,575734
Tennessee,,2021-03-10,591766
Tennessee,,2021-03-11,607004
Tennessee,,2021-03-12,623522
Tennessee,,2021-03-13,639623
Tennessee,,2021-03-14,659519
Tennessee,,2021-03-15,670717
Tennessee,,2021-03-16,674887
Tennessee,,2021-03-17,687720
Tennessee,,2021-03-18,702983
Tennessee,,2021-03-19,716719
Tennessee,,2021-03-20,732619
Tennessee,,2021-03-21,752414
Tennessee,,2021-03-22,768098
Tennessee,,2021-03-23,774373
Tennessee,,2021-03-24,793358
Tennessee,,2021-03-25,815079
Tennessee,,2021-03-26,837573
Tennessee,,2021-03-27,862669
Tennessee,,2021-03-28,897034
Tennessee,,2021-03-29,912101
Tennessee,,2021-03-30,917989
Tennessee,,2021-03-31,942765
Tennessee,,2021-04-01,972815
Tennessee,,2021-04-02,999097
Tennessee,,2021-04-03,1034467
Tennessee,,2021-04-04,1054528
Tennessee,,2021-04-05,1064206
Tennessee,,2021-04-06,1066408
Tennessee,,2021-04-07,1095400
Tennessee,,2021-04-08,1128731
Tennessee,,2021-04-09,1158751
Tennessee,,2021-04-10,1192566
Texas,,2021-01-12,101317
Texas,,2021-01-13,115965
Texas,,2021-01-15,155660
Texas,,2021-01-19,179801
Texas,,2021-01-20,187503
Texas,,2021-01-21,205538
Texas,,2021-01-22,230596
Texas,,2021-01-23,251815
Texas,,2021-01-24,259056
Texas,,2021-01-25,270118
Texas,,2021-01-26,301684
Texas,,2021-01-27,324212
Texas,,2021-01-28,373624
Texas,,2021-01-29,413844
Texas,,2021-01-30,452040
Texas,,2021-01-31,478812
Texas,,2021-02-01,502794
Texas,,2021-02-02,502794
Texas,,2021-02-03,564433
Texas,,2021-02-04,621991
