Entity,Code,Day,people_fully_vaccinated
Texas,,2021-02-05,670782
Texas,,2021-02-06,734386
Texas,,2021-02-07,779857
Texas,,2021-02-08,806885
Texas,,2021-02-09,843836
Texas,,2021-02-10,893767
Texas,,2021-02-11,960517
Texas,,2021-02-12,1036384
Texas,,2021-02-13,1103754
Texas,,2021-02-14,1159996
Texas,,2021-02-16,1215236
Texas,,2021-02-17,1249085
Texas,,2021-02-18,1259237
Texas,,2021-02-19,1331268
Texas,,2021-02-20,1367318
Texas,,2021-02-21,1400924
Texas,,2021-02-22,1434295
Texas,,2021-02-23,1492293
Texas,,2021-02-24,1563048
Texas,,2021-02-25,1598951
Texas,,2021-02-26,1682309
Texas,,2021-02-27,1728456
Texas,,2021-02-28,1804118
Texas,,2021-03-01,1804118
Texas,,2021-03-02,1984483
Texas,,2021-03-03,2098647
Texas,,2021-03-04,2174327
Texas,,2021-03-05,2235145
Texas,,2021-03-06,2316297
Texas,,2021-03-07,2351296
Texas,,2021-03-08,2392254
Texas,,2021-03-09,2460920
Texas,,2021-03-10,2538748
Texas,,2021-03-11,2598847
Texas,,2021-03-12,2691427
Texas,,2021-03-13,2776633
Texas,,2021-03-14,2827711
Texas,,2021-03-15,2866512
Texas,,2021-03-16,2897500
Texas,,2021-03-17,2941437
Texas,,2021-03-18,2986118
Texas,,2021-03-19,3031660
Texas,,2021-03-20,3084094
Texas,,2021-03-21,3143362
Texas,,2021-03-22,3191523
Texas,,2021-03-23,3228903
Texas,,2021-03-24,3235291
Texas,,2021-03-25,3341681
Texas,,2021-03-26,3446084
Texas,,2021-03-27,3577806
Texas,,2021-03-28,3684436
Texas,,2021-03-29,3756181
Texas,,2021-03-30,3863243
Texas,,2021-03-31,3973093
Texas,,2021-04-01,4153575
Texas,,2021-04-02,4339888
Texas,,2021-04-03,4454581
Texas,,2021-04-04,4564010
Texas,,2021-04-05,4670842
Texas,,2021-04-06,4796711
Texas,,2021-04-07,4912656
Texas,,2021-04-08,5069262
Texas,,2021-04-09,5264535
Texas,,2021-04-10,5502168
United States,USA,2021-01-12,782228
United States,USA,2021-01-13,1020260
United States,USA,2021-01-15,1610524
United States,USA,2021-01-19,2023124
United States,USA,2021-01-20,2161419
United States,USA,2021-01-21,2394961
United States,USA,2021-01-22,2756953
United States,USA,2021-01-23,3027865
United States,USA,2021-01-24,3216836
United States,USA,2021-01-25,3346390
United States,USA,2021-01-26,3481921
United States,USA,2021-01-27,3801053
United States,USA,2021-01-28,4263056
United States,USA,2021-01-29,4780888
United States,USA,2021-01-30,5259693
United States,USA,2021-01-31,5657142
United States,USA,2021-02-01,5927847
United States,USA,2021-02-02,6064792
United States,USA,2021-02-03,6436931
United States,USA,2021-02-04,6926050
United States,USA,2021-02-05,7503864
United States,USA,2021-02-06,8317180
United States,USA,2021-02-07,9147185
United States,USA,2021-02-08,9518015
United States,USA,2021-02-09,9840429
United States,USA,2021-02-10,10469514
United States,USA,2021-02-11,11188782
United States,USA,2021-02-12,12085830
United States,USA,2021-02-13,13082172
United States,USA,2021-02-14,14077440
United States,USA,2021-02-16,15015434
United States,USA,2021-02-17,15471536
United States,USA,2021-02-18,16162358
United States,USA,2021-02-19,17039118
United States,USA,2021-02-20,17895667
United States,USA,2021-02-21,18865319
United States,USA,2021-02-22,19438495
United States,USA,2021-02-23,19882544
United States,USA,2021-02-24,20607261
United States,USA,2021-02-25,21555117
United States,USA,2021-02-26,22613359
United States,USA,2021-02-27,23698627
United States,USA,2021-02-28,24779920
United States,USA,2021-03-01,25466405
United States,USA,2021-03-02,26162122
United States,USA,2021-03-03,26957804
United States,USA,2021-03-04,27795980
United States,USA,2021-03-05,28701201
United States,USA,2021-03-06,29776160
United States,USA,2021-03-07,30686881
United States,USA,2021-03-08,31493040
United States,USA,2021-03-09,32102061
United States,USA,2021-03-10,32904161
United States,USA,2021-03-11,33863127
United States,USA,2021-03-12,35000159
United States,USA,2021-03-13,36929777
United States,USA,2021-03-14,37459269
United States,USA,2021-03-15,38335432
United States,USA,2021-03-16,39042345
United States,USA,2021-03-17,39989196
United States,USA,2021-03-18,40981464
United States,USA,2021-03-19,41934629
United States,USA,2021-03-20,43036818
United States,USA,2021-03-21,44141228
United States,USA,2021-03-22,44910946
United States,USA,2021-03-23,45533962
United States,USA,2021-03-24,46365515
United States,USA,2021-03-25,47419832
United States,USA,2021-03-26,48695172
United States,USA,2021-03-27,50141769
United States,USA,2021-03-28,51593564
United States,USA,2021-03-29,52614231
United States,USA,2021-03-30,53423486
United States,USA,2021-03-31,54607041
United States,USA,2021-04-01,56089614
United States,USA,2021-04-02,57984785
United States,USA,2021-04-03,59858146
United States,USA,2021-04-04,61416536
United States,USA,2021-04-05,62392065
United States,USA,2021-04-06,63016976
United States,USA,2021-04-07,64422618
United States,USA,2021-04-08,66203123
United States,USA,2021-04-09,68202458
United States,USA,2021-04-10,70692645
Utah,,2021-01-12,4608
Utah,,2021-01-13,6021
Utah,,2021-01-15,10534
Utah,,2021-01-19,15367
Utah,,2021-01-20,16272
Utah,,2021-01-21,17275
Utah,,2021-01-22,20697
Utah,,2021-01-23,20697
Utah,,2021-01-24,20697
Utah,,2021-01-25,25693
Utah,,2021-01-26,25817
Utah,,2021-01-27,30065
Utah,,2021-01-28,30065
Utah,,2021-01-29,40909
Utah,,2021-01-30,45874
Utah,,2021-01-31,45874
Utah,,2021-02-01,62607
Utah,,2021-02-02,63286
Utah,,2021-02-03,63286
Utah,,2021-02-04,74992
Utah,,2021-02-05,80826
Utah,,2021-02-06,88190
Utah,,2021-02-07,88190
Utah,,2021-02-08,104274
Utah,,2021-02-09,105704
Utah,,2021-02-10,105704
Utah,,2021-02-11,105704
Utah,,2021-02-12,105704
Utah,,2021-02-13,105704
Utah,,2021-02-14,105704
Utah,,2021-02-16,118086
Utah,,2021-02-17,118086
Utah,,2021-02-18,126080
Utah,,2021-02-19,136006
Utah,,2021-02-20,146105
Utah,,2021-02-21,146286
Utah,,2021-02-22,146464
Utah,,2021-02-23,146600
Utah,,2021-02-24,155000
Utah,,2021-02-25,168507
Utah,,2021-02-26,168912
Utah,,2021-02-27,177284
Utah,,2021-02-28,177863
Utah,,2021-03-01,177939
Utah,,2021-03-02,191035
Utah,,2021-03-03,196772
Utah,,2021-03-04,197103
Utah,,2021-03-05,206656
Utah,,2021-03-06,212046
Utah,,2021-03-07,212699
Utah,,2021-03-08,216903
Utah,,2021-03-09,236663
Utah,,2021-03-10,243839
Utah,,2021-03-11,244148
Utah,,2021-03-12,254461
Utah,,2021-03-13,261200
Utah,,2021-03-14,265873
Utah,,2021-03-15,266179
Utah,,2021-03-16,274333
Utah,,2021-03-17,281144
Utah,,2021-03-18,286393
Utah,,2021-03-19,286744
Utah,,2021-03-20,287217
Utah,,2021-03-21,306280
Utah,,2021-03-22,306453
Utah,,2021-03-23,311028
Utah,,2021-03-24,319752
Utah,,2021-03-25,330233
Utah,,2021-03-26,330542
Utah,,2021-03-27,349599
Utah,,2021-03-28,349967
Utah,,2021-03-29,350096
Utah,,2021-03-30,365762
Utah,,2021-03-31,365896
Utah,,2021-04-01,379843
Utah,,2021-04-02,380048
Utah,,2021-04-03,418324
Utah,,2021-04-04,418702
Utah,,2021-04-05,436033
Utah,,2021-04-06,442327
Utah,,2021-04-07,453779
Utah,,2021-04-08,468812
Utah,,2021-04-09,489175
Utah,,2021-04-10,515323
Vermont,,2021-01-15,4100
Vermont,,2021-01-19,6114
Vermont,,2021-01-20,6167
Vermont,,2021-01-21,6545
Vermont,,2021-01-22,7954
Vermont,,2021-01-23,8877
Vermont,,2021-01-24,9853
Vermont,,2021-01-25,10195
Vermont,,2021-01-26,10349
Vermont,,2021-01-27,10806
Vermont,,2021-01-28,12418
Vermont,,2021-01-29,14168
Vermont,,2021-01-30,15213
Vermont,,2021-01-31,16491
Vermont,,2021-02-01,18338
Vermont,,2021-02-02,18903
Vermont,,2021-02-03,19237
Vermont,,2021-02-04,20843
Vermont,,2021-02-05,22483
Vermont,,2021-02-06,24212
Vermont,,2021-02-07,26162
Vermont,,2021-02-08,27144
Vermont,,2021-02-09,28010
Vermont,,2021-02-10,28122
Vermont,,2021-02-11,29713
Vermont,,2021-02-12,31208
Vermont,,2021-02-13,32186
Vermont,,2021-02-14,33495
Vermont,,2021-02-16,36773
Vermont,,2021-02-17,36957
Vermont,,2021-02-18,38381
Vermont,,2021-02-19,40829
Vermont,,2021-02-20,43084
Vermont,,2021-02-21,45017
Vermont,,2021-02-22,45725
Vermont,,2021-02-23,46663
Vermont,,2021-02-24,46877
Vermont,,2021-02-25,48194
Vermont,,2021-02-26,49372
Vermont,,2021-02-27,51631
Vermont,,2021-02-28,54139
Vermont,,2021-03-01,56934
Vermont,,2021-03-02,58448
Vermont,,2021-03-03,58977
Vermont,,2021-03-04,59938
Vermont,,2021-03-05,60708
Vermont,,2021-03-06,61961
Vermont,,2021-03-07,64474
Vermont,,2021-03-08,67485
Vermont,,2021-03-09,69148
Vermont,,2021-03-10,69928
Vermont,,2021-03-11,71639
Vermont,,2021-03-12,73038
Vermont,,2021-03-13,77757
Vermont,,2021-03-14,77769
Vermont,,2021-03-15,80189
Vermont,,2021-03-16,82273
Vermont,,2021-03-17,84148
Vermont,,2021-03-18,86222
Vermont,,2021-03-19,88186
Vermont,,2021-03-20,90314
Vermont,,2021-03-21,93226
Vermont,,2021-03-22,94166
Vermont,,2021-03-23,96754
Vermont,,2021-03-24,98352
Vermont,,2021-03-25,99990
Vermont,,2021-03-26,102707
Vermont,,2021-03-27,105283
Vermont,,2021-03-28,108611
Vermont,,2021-03-29,111151
Vermont,,2021-03-30,114662
Vermont,,2021-03-31,117656
Vermont,,2021-04-01,119943
Vermont,,2021-04-02,124263
Vermont,,2021-04-03,133072
Vermont,,2021-04-04,133803
Vermont,,2021-04-05,138468
Vermont,,2021-04-06,141456
Vermont,,2021-04-07,142678
Vermont,,2021-04-08,145510
Vermont,,2021-04-09,151206
Vermont,,2021-04-10,158310
Veterans Health,,2021-01-12,19301
Veterans Health,,2021-01-13,26487
Veterans Health,,2021-01-15,36983
Veterans Health,,2021-01-19,43469
Veterans Health,,2021-01-20,44329
Veterans Health,,2021-01-21,62996
Veterans Health,,2021-01-22,81966
Veterans Health,,2021-01-23,93168
Veterans Health,,2021-01-24,99328
Veterans Health,,2021-01-25,101396
Veterans Health,,2021-01-26,101749
Veterans Health,,2021-01-27,119254
Veterans Health,,2021-01-28,136319
Veterans Health,,2021-01-29,151793
Veterans Health,,2021-01-30,166191
Veterans Health,,2021-01-31,176655
Veterans Health,,2021-02-01,181258
Veterans Health,,2021-02-02,182677
Veterans Health,,2021-02-03,199554
Veterans Health,,2021-02-04,208498
Veterans Health,,2021-02-05,229255
Veterans Health,,2021-02-06,253303
Veterans Health,,2021-02-07,291482
Veterans Health,,2021-02-08,305197
Veterans Health,,2021-02-09,308881
Veterans Health,,2021-02-10,332704
Veterans Health,,2021-02-11,355921
Veterans Health,,2021-02-12,381365
Veterans Health,,2021-02-13,409548
Veterans Health,,2021-02-14,453043
Veterans Health,,2021-02-16,479556
Veterans Health,,2021-02-17,488912
Veterans Health,,2021-02-18,521010
Veterans Health,,2021-02-19,545078
Veterans Health,,2021-02-20,571860
Veterans Health,,2021-02-21,599755
Veterans Health,,2021-02-22,627679
Veterans Health,,2021-02-23,656399
Veterans Health,,2021-02-24,676163
Veterans Health,,2021-02-25,698669
Veterans Health,,2021-02-26,719102
Veterans Health,,2021-02-27,775917
Veterans Health,,2021-02-28,805178
Veterans Health,,2021-03-01,822571
Veterans Health,,2021-03-02,830514
Veterans Health,,2021-03-03,853672
Veterans Health,,2021-03-04,879401
Veterans Health,,2021-03-05,905414
Veterans Health,,2021-03-06,930285
Veterans Health,,2021-03-07,954657
Veterans Health,,2021-03-08,981964
Veterans Health,,2021-03-09,988084
Veterans Health,,2021-03-10,1015740
Veterans Health,,2021-03-11,1052098
Veterans Health,,2021-03-12,1088915
Veterans Health,,2021-03-13,1171560
Veterans Health,,2021-03-14,1171730
Veterans Health,,2021-03-15,1229953
Veterans Health,,2021-03-16,1241222
Veterans Health,,2021-03-17,1267151
Veterans Health,,2021-03-18,1298229
Veterans Health,,2021-03-19,1329156
Veterans Health,,2021-03-20,1356527
Veterans Health,,2021-03-21,1383672
Veterans Health,,2021-03-22,1410609
Veterans Health,,2021-03-23,1415773
Veterans Health,,2021-03-24,1440937
Veterans Health,,2021-03-25,1473258
Veterans Health,,2021-03-26,1506678
Veterans Health,,2021-03-27,1543610
Veterans Health,,2021-03-28,1580773
Veterans Health,,2021-03-29,1617504
Veterans Health,,2021-03-30,1622464
Veterans Health,,2021-03-31,1653229
Veterans Health,,2021-04-01,1689565
Veterans Health,,2021-04-02,1724653
Veterans Health,,2021-04-03,1760289
Veterans Health,,2021-04-04,1794774
Veterans Health,,2021-04-05,1814135
Veterans Health,,2021-04-06,1814592
Veterans Health,,2021-04-07,1844382
Veterans Health,,2021-04-08,1879277
Veterans Health,,2021-04-09,1906777
Veterans Health,,2021-04-10,1952898
Virgin Islands,,2021-01-15,157
Virgin Islands,,2021-01-19,165
Virgin Islands,,2021-01-20,240
Virgin Islands,,2021-01-21,294
Virgin Islands,,2021-01-22,367
Virgin Islands,,2021-01-23,409
Virgin Islands,,2021-01-24,409
Virgin Islands,,2021-01-25,415
Virgin Islands,,2021-01-26,496
Virgin Islands,,2021-01-27,636
Virgin Islands,,2021-01-28,719
Virgin Islands,,2021-01-29,889
Virgin Islands,,2021-01-30,1069
Virgin Islands,,2021-01-31,1088
Virgin Islands,,2021-02-01,1090
Virgin Islands,,2021-02-02,1262
Virgin Islands,,2021-02-03,1481
Virgin Islands,,2021-02-04,1975
Virgin Islands,,2021-02-05,2211
Virgin Islands,,2021-02-06,2505
Virgin Islands,,2021-02-07,2505
Virgin Islands,,2021-02-08,2515
Virgin Islands,,2021-02-09,2751
Virgin Islands,,2021-02-10,2956
Virgin Islands,,2021-02-11,3129
Virgin Islands,,2021-02-12,3287
Virgin Islands,,2021-02-13,3533
Virgin Islands,,2021-02-14,3558
Virgin Islands,,2021-02-16,3612
Virgin Islands,,2021-02-17,3860
Virgin Islands,,2021-02-18,4175
Virgin Islands,,2021-02-19,4452
Virgin Islands,,2021-02-20,4785
Virgin Islands,,2021-02-21,4879
Virgin Islands,,2021-02-22,4881
Virgin Islands,,2021-02-23,5158
Virgin Islands,,2021-02-24,5442
Virgin Islands,,2021-02-25,5595
Virgin Islands,,2021-02-26,5978
Virgin Islands,,2021-02-27,6278
Virgin Islands,,2021-02-28,6338
Virgin Islands,,2021-03-01,6436
Virgin Islands,,2021-03-02,6557
Virgin Islands,,2021-03-03,6754
Virgin Islands,,2021-03-04,7086
Virgin Islands,,2021-03-05,7359
Virgin Islands,,2021-03-06,7514
Virgin Islands,,2021-03-07,7522
Virgin Islands,,2021-03-08,7544
Virgin Islands,,2021-03-09,7665
Virgin Islands,,2021-03-10,7896
Virgin Islands,,2021-03-11,8102
Virgin Islands,,2021-03-12,8320
Virgin Islands,,2021-03-13,8559
Virgin Islands,,2021-03-14,8559
Virgin Islands,,2021-03-15,8608
Virgin Islands,,2021-03-16,8763
Virgin Islands,,2021-03-17,9133
Virgin Islands,,2021-03-18,9461
Virgin Islands,,2021-03-19,9889
Virgin Islands,,2021-03-20,10217
Virgin Islands,,2021-03-21,10285
Virgin Islands,,2021-03-22,10288
Virgin Islands,,2021-03-23,10706
Virgin Islands,,2021-03-24,11235
Virgin Islands,,2021-03-25,11729
Virgin Islands,,2021-03-26,12225
Virgin Islands,,2021-03-27,12769
Virgin Islands,,2021-03-28,12906
Virgin Islands,,2021-03-29,12933
Virgin Islands,,2021-03-30,13575
Virgin Islands,,2021-03-31,14389
Virgin Islands,,2021-04-01,15088
Virgin Islands,,2021-04-02,15704
Virgin Islands,,2021-04-03,16067
Virgin Islands,,2021-04-04,16072
Virgin Islands,,2021-04-05,16073
Virgin Islands,,2021-04-06,16736
Virgin Islands,,2021-04-07,17586
Virgin Islands,,2021-04-08,18609
Virgin Islands,,2021-04-09,19216
Virgin Islands,,2021-04-10,19750
Virginia,,2021-01-15,28164
Virginia,,2021-01-19,35239
Virginia,,2021-01-20,37679
Virginia,,2021-01-21,40340
Virginia,,2021-01-22,46004
Virginia,,2021-01-23,49007
Virginia,,2021-01-24,51170
Virginia,,2021-01-25,59852
Virginia,,2021-01-26,72628
Virginia,,2021-01-27,79443
Virginia,,2021-01-28,89645
Virginia,,2021-01-29,99790
Virginia,,2021-01-30,110877
Virginia,,2021-01-31,118612
Virginia,,2021-02-01,125933
Virginia,,2021-02-02,132292
Virginia,,2021-02-03,138321
Virginia,,2021-02-04,146937
Virginia,,2021-02-05,159239
Virginia,,2021-02-06,180751
Virginia,,2021-02-07,198115
Virginia,,2021-02-08,209104
Virginia,,2021-02-09,219823
Virginia,,2021-02-10,231608
Virginia,,2021-02-11,247784
Virginia,,2021-02-12,273106
Virginia,,2021-02-13,306484
Virginia,,2021-02-14,320109
Virginia,,2021-02-16,354097
Virginia,,2021-02-17,368764
Virginia,,2021-02-18,396059
Virginia,,2021-02-19,459751
Virginia,,2021-02-20,477252
Virginia,,2021-02-21,501118
Virginia,,2021-02-22,524556
Virginia,,2021-02-23,540768
Virginia,,2021-02-24,562296
Virginia,,2021-02-25,590745
Virginia,,2021-02-26,636415
Virginia,,2021-02-27,668076
Virginia,,2021-02-28,721028
Virginia,,2021-03-01,741128
Virginia,,2021-03-02,752851
Virginia,,2021-03-03,773361
Virginia,,2021-03-04,798930
Virginia,,2021-03-05,823381
Virginia,,2021-03-06,844476
Virginia,,2021-03-07,863819
Virginia,,2021-03-08,889474
Virginia,,2021-03-09,917398
Virginia,,2021-03-10,949845
Virginia,,2021-03-11,985449
Virginia,,2021-03-12,1016300
Virginia,,2021-03-13,1047507
Virginia,,2021-03-14,1066807
Virginia,,2021-03-15,1088037
Virginia,,2021-03-16,1103311
Virginia,,2021-03-17,1116040
Virginia,,2021-03-18,1135711
Virginia,,2021-03-19,1159848
Virginia,,2021-03-20,1178348
Virginia,,2021-03-21,1201899
Virginia,,2021-03-22,1223887
Virginia,,2021-03-23,1233239
Virginia,,2021-03-24,1258941
Virginia,,2021-03-25,1277347
Virginia,,2021-03-26,1308060
Virginia,,2021-03-27,1324177
Virginia,,2021-03-28,1359316
Virginia,,2021-03-29,1386835
Virginia,,2021-03-30,1428643
Virginia,,2021-03-31,1457374
Virginia,,2021-04-01,1490091
Virginia,,2021-04-02,1533764
Virginia,,2021-04-03,1587126
Virginia,,2021-04-04,1641022
Virginia,,2021-04-05,1666877
Virginia,,2021-04-06,1693897
Virginia,,2021-04-07,1730115
Virginia,,2021-04-08,1769743
Virginia,,2021-04-09,1816153
Virginia,,2021-04-10,1874243
Washington,,2021-01-12,17689
Washington,,2021-01-13,22625
Washington,,2021-01-15,31581
Washington,,2021-01-19,45237
Washington,,2021-01-20,49731
Washington,,2021-01-21,55902
Washington,,2021-01-22,62152
Washington,,2021-01-23,67127
Washington,,2021-01-24,68486
Washington,,2021-01-25,73738
Washington,,2021-01-26,76144
Washington,,2021-01-27,81786
Washington,,2021-01-28,91733
Washington,,2021-01-29,99955
Washington,,2021-01-30,108221
Washington,,2021-01-31,117398
Washington,,2021-02-01,126672
Washington,,2021-02-02,130908
Washington,,2021-02-03,137930
Washington,,2021-02-04,147498
Washington,,2021-02-05,157317
Washington,,2021-02-06,170990
Washington,,2021-02-07,183657
Washington,,2021-02-08,193678
Washington,,2021-02-09,198379
Washington,,2021-02-10,215824
Washington,,2021-02-11,229588
Washington,,2021-02-12,247481
Washington,,2021-02-13,263257
Washington,,2021-02-14,281718
Washington,,2021-02-16,296840
Washington,,2021-02-17,312815
Washington,,2021-02-18,327192
Washington,,2021-02-19,364470
Washington,,2021-02-20,389841
Washington,,2021-02-21,411387
Washington,,2021-02-22,436421
Washington,,2021-02-23,445098
Washington,,2021-02-24,457134
Washington,,2021-02-25,486623
Washington,,2021-02-26,515850
Washington,,2021-02-27,549135
Washington,,2021-02-28,582467
Washington,,2021-03-01,621171
Washington,,2021-03-02,642362
Washington,,2021-03-03,664542
Washington,,2021-03-04,686099
Washington,,2021-03-05,711273
Washington,,2021-03-06,736314
Washington,,2021-03-07,762728
Washington,,2021-03-08,788319
Washington,,2021-03-09,804325
Washington,,2021-03-10,819624
Washington,,2021-03-11,854645
Washington,,2021-03-12,878520
Washington,,2021-03-13,901869
Washington,,2021-03-14,926711
Washington,,2021-03-15,954856
Washington,,2021-03-16,975197
Washington,,2021-03-17,988886
Washington,,2021-03-18,1013904
Washington,,2021-03-19,1038120
Washington,,2021-03-20,1063781
Washington,,2021-03-21,1093139
Washington,,2021-03-22,1114184
Washington,,2021-03-23,1125114
Washington,,2021-03-24,1139184
Washington,,2021-03-25,1165721
Washington,,2021-03-26,1199067
Washington,,2021-03-27,1235085
Washington,,2021-03-28,1279534
Washington,,2021-03-29,1318086
Washington,,2021-03-30,1337435
Washington,,2021-03-31,1365670
Washington,,2021-04-01,1403264
Washington,,2021-04-02,1443400
Washington,,2021-04-03,1484150
Washington,,2021-04-04,1529457
Washington,,2021-04-05,1575763
Washington,,2021-04-06,1586873
Washington,,2021-04-07,1613539
Washington,,2021-04-08,1649313
Washington,,2021-04-09,1688076
Washington,,2021-04-10,1737090
West Virginia,,2021-01-15,21162
West Virginia,,2021-01-19,23723
West Virginia,,2021-01-20,25681
West Virginia,,2021-01-21,31587
West Virginia,,2021-01-22,35390
West Virginia,,2021-01-23,37979
West Virginia,,2021-01-24,39071
West Virginia,,2021-01-25,39453
West Virginia,,2021-01-26,42821
West Virginia,,2021-01-27,45244
West Virginia,,2021-01-28,50843
West Virginia,,2021-01-29,58113
West Virginia,,2021-01-30,65165
West Virginia,,2021-01-31,67183
West Virginia,,2021-02-01,67363
West Virginia,,2021-02-02,69893
West Virginia,,2021-02-03,72456
West Virginia,,2021-02-04,78405
West Virginia,,2021-02-05,87679
West Virginia,,2021-02-06,100159
West Virginia,,2021-02-07,104023
West Virginia,,2021-02-08,104711
West Virginia,,2021-02-09,107679
West Virginia,,2021-02-10,110332
West Virginia,,2021-02-11,114445
West Virginia,,2021-02-12,120819
West Virginia,,2021-02-13,133868
West Virginia,,2021-02-14,138882
West Virginia,,2021-02-16,142817
West Virginia,,2021-02-17,144370
West Virginia,,2021-02-18,148742
West Virginia,,2021-02-19,161329
West Virginia,,2021-02-20,169795
West Virginia,,2021-02-21,173068
West Virginia,,2021-02-22,170138
West Virginia,,2021-02-23,172420
West Virginia,,2021-02-24,174540
West Virginia,,2021-02-25,180993
West Virginia,,2021-02-26,189352
West Virginia,,2021-02-27,201077
West Virginia,,2021-02-28,205102
West Virginia,,2021-03-01,206179
West Virginia,,2021-03-02,207129
West Virginia,,2021-03-03,209451
West Virginia,,2021-03-04,213203
West Virginia,,2021-03-05,219837
West Virginia,,2021-03-06,226593
West Virginia,,2021-03-07,229046
West Virginia,,2021-03-08,230156
West Virginia,,2021-03-09,231295
West Virginia,,2021-03-10,232746
West Virginia,,2021-03-11,238717
West Virginia,,2021-03-12,246830
West Virginia,,2021-03-13,258175
West Virginia,,2021-03-14,259988
West Virginia,,2021-03-15,261032
West Virginia,,2021-03-16,262477
West Virginia,,2021-03-17,263392
West Virginia,,2021-03-18,268847
West Virginia,,2021-03-19,276506
West Virginia,,2021-03-20,284107
West Virginia,,2021-03-21,285846
West Virginia,,2021-03-22,286517
West Virginia,,2021-03-23,288979
West Virginia,,2021-03-24,292335
West Virginia,,2021-03-25,300747
West Virginia,,2021-03-26,314994
West Virginia,,2021-03-27,327909
West Virginia,,2021-03-28,330678
West Virginia,,2021-03-29,331161
West Virginia,,2021-03-30,334096
West Virginia,,2021-03-31,336742
West Virginia,,2021-04-01,347394
West Virginia,,2021-04-02,367190
West Virginia,,2021-04-03,376323
West Virginia,,2021-04-04,379207
West Virginia,,2021-04-05,379705
West Virginia,,2021-04-06,382002
West Virginia,,2021-04-07,386361
West Virginia,,2021-04-08,395951
West Virginia,,2021-04-09,411020
West Virginia,,2021-04-10,426351
Wisconsin,,2021-01-12,11343
Wisconsin,,2021-01-13,11343
Wisconsin,,2021-01-15,17108
Wisconsin,,2021-01-19,23641
Wisconsin,,2021-01-20,27312
Wisconsin,,2021-01-21,32268
Wisconsin,,2021-01-22,37901
Wisconsin,,2021-01-23,42229
Wisconsin,,2021-01-24,45641
Wisconsin,,2021-01-25,47409
Wisconsin,,2021-01-26,48017
Wisconsin,,2021-01-27,52332
Wisconsin,,2021-01-28,57508
Wisconsin,,2021-01-29,65354
Wisconsin,,2021-01-30,71976
Wisconsin,,2021-01-31,78902
Wisconsin,,2021-02-01,81097
Wisconsin,,2021-02-02,81523
Wisconsin,,2021-02-03,84830
Wisconsin,,2021-02-04,84998
Wisconsin,,2021-02-05,96850
Wisconsin,,2021-02-06,110306
Wisconsin,,2021-02-07,153227
Wisconsin,,2021-02-08,159160
Wisconsin,,2021-02-09,160627
Wisconsin,,2021-02-10,168029
Wisconsin,,2021-02-11,176673
Wisconsin,,2021-02-12,190059
Wisconsin,,2021-02-13,216092
Wisconsin,,2021-02-14,234709
Wisconsin,,2021-02-16,243483
Wisconsin,,2021-02-17,252667
Wisconsin,,2021-02-18,266163
Wisconsin,,2021-02-19,306537
Wisconsin,,2021-02-20,334625
Wisconsin,,2021-02-21,359360
Wisconsin,,2021-02-22,374043
Wisconsin,,2021-02-23,378619
Wisconsin,,2021-02-24,392949
Wisconsin,,2021-02-25,412649
Wisconsin,,2021-02-26,439535
Wisconsin,,2021-02-27,472886
Wisconsin,,2021-02-28,500342
Wisconsin,,2021-03-01,517730
Wisconsin,,2021-03-02,525277
Wisconsin,,2021-03-03,539106
Wisconsin,,2021-03-04,558736
Wisconsin,,2021-03-05,583220
Wisconsin,,2021-03-06,607958
Wisconsin,,2021-03-07,627022
Wisconsin,,2021-03-08,639644
Wisconsin,,2021-03-09,642274
Wisconsin,,2021-03-10,652728
Wisconsin,,2021-03-11,668194
Wisconsin,,2021-03-12,691938
Wisconsin,,2021-03-13,737344
Wisconsin,,2021-03-14,737620
Wisconsin,,2021-03-15,753712
Wisconsin,,2021-03-16,768454
Wisconsin,,2021-03-17,782060
Wisconsin,,2021-03-18,802989
Wisconsin,,2021-03-19,831136
Wisconsin,,2021-03-20,863234
Wisconsin,,2021-03-21,893242
Wisconsin,,2021-03-22,908332
Wisconsin,,2021-03-23,913579
Wisconsin,,2021-03-24,929080
Wisconsin,,2021-03-25,948879
Wisconsin,,2021-03-26,973979
Wisconsin,,2021-03-27,1007687
Wisconsin,,2021-03-28,1039433
Wisconsin,,2021-03-29,1058703
Wisconsin,,2021-03-30,1065710
Wisconsin,,2021-03-31,1079684
Wisconsin,,2021-04-01,1105832
Wisconsin,,2021-04-02,1144235
Wisconsin,,2021-04-03,1190601
Wisconsin,,2021-04-04,1220850
Wisconsin,,2021-04-05,1242184
Wisconsin,,2021-04-06,1244042
Wisconsin,,2021-04-07,1260412
Wisconsin,,2021-04-08,1302712
Wisconsin,,2021-04-09,1353739
Wisconsin,,2021-04-10,1410339
Wyoming,,2021-01-12,2116
Wyoming,,2021-01-13,2559
Wyoming,,2021-01-15,2803
Wyoming,,2021-01-19,3242
Wyoming,,2021-01-20,3441
Wyoming,,2021-01-21,3441
Wyoming,,2021-01-22,4515
Wyoming,,2021-01-23,4773
Wyoming,,2021-01-24,4895
Wyoming,,2021-01-25,4900
Wyoming,,2021-01-26,4900
Wyoming,,2021-01-27,5419
Wyoming,,2021-01-28,5419
Wyoming,,2021-01-29,7674
Wyoming,,2021-01-30,7674
Wyoming,,2021-01-31,9321
Wyoming,,2021-02-01,9651
Wyoming,,2021-02-02,9848
Wyoming,,2021-02-03,10495
