State,Date,people_fully_vaccinated,people_fully_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million
Kansas,2/22/2021,151375,5.2,17302,5939
Kansas,2/23/2021,152471,5.23,17162,5891
Kansas,2/24/2021,158944,5.46,17963,6166
Kansas,2/25/2021,164940,5.66,17801,6110
Kansas,2/26/2021,172744,5.93,13437,4612
Kansas,2/27/2021,184698,6.34,13537,4647
Kansas,2/28/2021,196781,6.75,14348,4925
Kansas,3/1/2021,199266,6.84,15173,5208
Kansas,3/2/2021,203731,6.99,16024,5500
Kansas,3/3/2021,210351,7.22,16288,5591
Kansas,3/4/2021,216611,7.44,16959,5821
Kansas,3/5/2021,224917,7.72,17467,5996
Kansas,3/6/2021,233833,8.03,17771,6100
Kansas,3/7/2021,244055,8.38,17796,6109
Kansas,3/8/2021,261951,8.99,17429,5983
Kansas,3/9/2021,265215,9.1,17443,5987
Kansas,3/10/2021,273211,9.38,17816,6115
Kansas,3/11/2021,284796,9.78,19300,6625
Kansas,3/12/2021,303570,10.42,23459,8052
Kansas,3/13/2021,306140,10.51,20392,7000
Kansas,3/14/2021,323386,11.1,23738,8148
Kentucky,1/12/2021,6335,0.14,0,0
Kentucky,1/13/2021,7725,0.17,10322,2310
Kentucky,1/15/2021,10672,0.24,14211,3181
Kentucky,1/19/2021,12911,0.29,11989,2683
Kentucky,1/20/2021,13829,0.31,11644,2606
Kentucky,1/21/2021,15699,0.35,11361,2543
Kentucky,1/22/2021,22568,0.51,11342,2539
Kentucky,1/23/2021,25566,0.57,12270,2746
Kentucky,1/24/2021,29346,0.66,14871,3329
Kentucky,1/25/2021,30010,0.67,14535,3253
Kentucky,1/26/2021,30633,0.69,13736,3075
Kentucky,1/27/2021,36054,0.81,14189,3176
Kentucky,1/28/2021,43142,0.97,15294,3423
Kentucky,1/29/2021,52251,1.17,16071,3597
Kentucky,1/30/2021,59367,1.33,16434,3678
Kentucky,1/31/2021,64890,1.45,15030,3364
Kentucky,2/1/2021,66077,1.48,15440,3456
Kentucky,2/2/2021,66852,1.5,15339,3433
Kentucky,2/3/2021,73264,1.64,16019,3586
Kentucky,2/4/2021,81502,1.82,16226,3632
Kentucky,2/5/2021,93651,2.1,16733,3745
Kentucky,2/6/2021,108050,2.42,18738,4194
Kentucky,2/7/2021,122785,2.75,20520,4593
Kentucky,2/8/2021,127793,2.86,21305,4769
Kentucky,2/9/2021,129862,2.91,21299,4767
Kentucky,2/10/2021,139605,3.12,21364,4782
Kentucky,2/11/2021,151297,3.39,21774,4874
Kentucky,2/12/2021,165324,3.7,21820,4884
Kentucky,2/13/2021,172518,3.86,18949,4241
Kentucky,2/14/2021,187643,4.2,18632,4170
Kentucky,2/16/2021,198180,4.44,20419,4570
Kentucky,2/17/2021,202064,4.52,19273,4314
Kentucky,2/18/2021,205575,4.6,16853,3772
Kentucky,2/19/2021,228157,5.11,20370,4559
Kentucky,2/20/2021,236951,5.3,21020,4705
Kentucky,2/21/2021,253857,5.68,20748,4644
Kentucky,2/22/2021,262062,5.87,20619,4615
Kentucky,2/23/2021,268387,6.01,19979,4472
Kentucky,2/24/2021,279104,6.25,22140,4956
Kentucky,2/25/2021,294202,6.59,25953,5809
Kentucky,2/26/2021,309250,6.92,23723,5310
Kentucky,2/27/2021,321940,7.21,26254,5876
Kentucky,2/28/2021,341409,7.64,28005,6268
Kentucky,3/1/2021,351189,7.86,29618,6629
Kentucky,3/2/2021,354275,7.93,29971,6708
Kentucky,3/3/2021,362062,8.1,29627,6631
Kentucky,3/4/2021,375152,8.4,29933,6700
Kentucky,3/5/2021,390088,8.73,31075,6956
Kentucky,3/6/2021,405706,9.08,32688,7317
Kentucky,3/7/2021,423066,9.47,33445,7486
Kentucky,3/8/2021,443361,9.92,33861,7579
Kentucky,3/9/2021,448228,10.03,33230,7438
Kentucky,3/10/2021,456204,10.21,33797,7565
Kentucky,3/11/2021,467334,10.46,34243,7665
Kentucky,3/12/2021,484809,10.85,34069,7626
Kentucky,3/13/2021,517761,11.59,40384,9039
Kentucky,3/14/2021,520049,11.64,34676,7762
Louisiana,1/12/2021,18314,0.39,0,0
Louisiana,1/13/2021,21634,0.47,13415,2886
Louisiana,1/15/2021,30416,0.65,18399,3958
Louisiana,1/19/2021,33967,0.73,16117,3467
Louisiana,1/20/2021,35049,0.75,15459,3325
Louisiana,1/21/2021,38095,0.82,14798,3183
Louisiana,1/22/2021,40385,0.87,14241,3063
Louisiana,1/23/2021,41788,0.9,14664,3154
Louisiana,1/24/2021,42520,0.91,15330,3298
Louisiana,1/25/2021,43151,0.93,14323,3081
Louisiana,1/26/2021,43189,0.93,12869,2768
Louisiana,1/27/2021,46954,1.01,13478,2899
Louisiana,1/28/2021,51583,1.11,13785,2965
Louisiana,1/29/2021,58132,1.25,14380,3093
Louisiana,1/30/2021,65136,1.4,15126,3254
Louisiana,1/31/2021,73436,1.58,15661,3369
Louisiana,2/1/2021,85872,1.85,17390,3741
Louisiana,2/2/2021,96606,2.08,18620,4005
Louisiana,2/3/2021,104070,2.24,18602,4001
Louisiana,2/4/2021,115629,2.49,19155,4120
Louisiana,2/5/2021,131355,2.83,19727,4243
Louisiana,2/6/2021,150219,3.23,21403,4604
Louisiana,2/7/2021,167576,3.6,22318,4801
Louisiana,2/8/2021,176580,3.8,21552,4636
Louisiana,2/9/2021,180112,3.87,20531,4416
Louisiana,2/10/2021,189574,4.08,21437,4611
Louisiana,2/11/2021,189574,4.08,18434,3965
Louisiana,2/12/2021,217681,4.68,23529,5061
Louisiana,2/13/2021,232766,5.01,23556,5067
Louisiana,2/14/2021,248848,5.35,24173,5200
Louisiana,2/16/2021,255269,5.49,23607,5078
Louisiana,2/17/2021,258404,5.56,21794,4688
Louisiana,2/18/2021,259851,5.59,22356,4809
Louisiana,2/19/2021,285057,6.13,22636,4869
Louisiana,2/20/2021,293295,6.31,20294,4365
Louisiana,2/21/2021,301923,6.49,17909,3852
Louisiana,2/22/2021,306685,6.6,18023,3877
Louisiana,2/23/2021,309174,6.65,17480,3760
Louisiana,2/24/2021,317284,6.83,18460,3971
Louisiana,2/25/2021,330738,7.11,21130,4545
Louisiana,2/26/2021,348969,7.51,16953,3647
Louisiana,2/27/2021,366968,7.89,20243,4354
Louisiana,2/28/2021,380420,8.18,23208,4992
Louisiana,3/1/2021,385486,8.29,24764,5327
Louisiana,3/2/2021,387514,8.34,25309,5444
Louisiana,3/3/2021,395300,8.5,26690,5741
Louisiana,3/4/2021,407880,8.77,27950,6012
Louisiana,3/5/2021,424563,9.13,28701,6174
Louisiana,3/6/2021,425050,9.14,22933,4933
Louisiana,3/7/2021,425793,9.16,17710,3810
Louisiana,3/8/2021,461597,9.93,28759,6186
Louisiana,3/9/2021,465217,10.01,28836,6203
Louisiana,3/10/2021,475726,10.23,28808,6197
Louisiana,3/11/2021,487828,10.49,28794,6194
Louisiana,3/12/2021,505211,10.87,28694,6172
Louisiana,3/13/2021,540820,11.63,40621,8738
Louisiana,3/14/2021,540865,11.63,40490,8710
Maine,1/12/2021,4518,0.34,0,0
Maine,1/13/2021,5182,0.39,2303,1713
Maine,1/15/2021,8274,0.62,2061,1533
Maine,1/19/2021,10018,0.75,2719,2023
Maine,1/20/2021,10661,0.79,2703,2011
Maine,1/21/2021,12071,0.9,2768,2059
Maine,1/22/2021,14893,1.11,3609,2685
Maine,1/23/2021,17562,1.31,4095,3046
Maine,1/24/2021,19151,1.42,4609,3429
Maine,1/25/2021,19873,1.48,4758,3540
Maine,1/26/2021,20096,1.5,4421,3289
Maine,1/27/2021,21707,1.61,4717,3509
Maine,1/28/2021,24925,1.85,4956,3687
Maine,1/29/2021,28255,2.1,5259,3912
Maine,1/30/2021,31055,2.31,5581,4152
Maine,1/31/2021,33121,2.46,5791,4308
Maine,2/1/2021,34299,2.55,5960,4434
Maine,2/2/2021,34299,2.55,5837,4342
Maine,2/3/2021,34299,2.55,5229,3890
Maine,2/4/2021,36870,2.74,5464,4065
Maine,2/5/2021,38542,2.87,5147,3829
Maine,2/6/2021,40806,3.04,5223,3886
Maine,2/7/2021,44447,3.31,5442,4048
Maine,2/8/2021,44447,3.31,4666,3471
Maine,2/9/2021,47770,3.55,5961,4435
Maine,2/10/2021,49721,3.7,6780,5044
Maine,2/11/2021,49721,3.7,5687,4231
Maine,2/12/2021,49721,3.7,4859,3615
Maine,2/13/2021,49721,3.7,3517,2616
Maine,2/14/2021,49721,3.7,2114,1573
Maine,2/16/2021,64236,4.78,7232,5380
Maine,2/17/2021,65928,4.9,7028,5228
Maine,2/18/2021,65928,4.9,7028,5228
Maine,2/19/2021,75845,5.64,10702,7962
Maine,2/20/2021,75889,5.65,10725,7979
Maine,2/21/2021,76101,5.66,10778,8018
Maine,2/22/2021,90423,6.73,11632,8653
Maine,2/23/2021,91339,6.79,8756,6514
Maine,2/24/2021,94466,7.03,8988,6686
Maine,2/25/2021,94469,7.03,8993,6690
Maine,2/26/2021,94495,7.03,5331,3966
Maine,2/27/2021,106125,7.89,9148,6805
Maine,2/28/2021,106345,7.91,9187,6834
Maine,3/1/2021,106444,7.92,5270,3921
Maine,3/2/2021,106447,7.92,4985,3708
Maine,3/3/2021,106463,7.92,4155,3091
Maine,3/4/2021,106465,7.92,4162,3096
Maine,3/5/2021,125573,9.34,10949,8145
Maine,3/6/2021,132299,9.84,9450,7030
Maine,3/7/2021,132588,9.86,9505,7071
Maine,3/8/2021,148712,11.06,13348,9930
Maine,3/9/2021,152152,11.32,13985,10404
Maine,3/10/2021,156492,11.64,15285,11371
Maine,3/11/2021,157423,11.71,15438,11485
Maine,3/12/2021,172270,12.82,13488,10034
Maine,3/13/2021,172875,12.86,11286,8396
Maine,3/14/2021,185511,13.8,15838,11782
Marshall Islands,1/12/2021,1,0.0,0,0
Marshall Islands,1/13/2021,1,0.0,10,171
Marshall Islands,1/15/2021,2,0.0,6,103
Marshall Islands,1/19/2021,2,0.0,92,1575
Marshall Islands,1/20/2021,2,0.0,124,2123
Marshall Islands,1/21/2021,2,0.0,192,3287
Marshall Islands,1/22/2021,2,0.0,254,4348
Marshall Islands,1/23/2021,3,0.01,294,5033
Marshall Islands,1/24/2021,3,0.01,304,5204
Marshall Islands,1/25/2021,3,0.01,282,4828
Marshall Islands,1/26/2021,3,0.01,286,4896
Marshall Islands,1/27/2021,20,0.03,289,4948
Marshall Islands,1/28/2021,129,0.22,252,4314
Marshall Islands,1/29/2021,232,0.4,213,3646
Marshall Islands,1/30/2021,234,0.4,160,2739
Marshall Islands,1/31/2021,327,0.56,147,2517
Marshall Islands,2/1/2021,327,0.56,147,2517
Marshall Islands,2/2/2021,376,0.64,139,2380
Marshall Islands,2/3/2021,376,0.64,103,1763
Marshall Islands,2/4/2021,431,0.74,96,1643
Marshall Islands,2/5/2021,443,0.76,89,1524
Marshall Islands,2/6/2021,443,0.76,107,1832
Marshall Islands,2/7/2021,457,0.78,111,1900
Marshall Islands,2/8/2021,457,0.78,111,1900
Marshall Islands,2/9/2021,479,0.82,127,2174
Marshall Islands,2/10/2021,493,0.84,143,2448
Marshall Islands,2/11/2021,527,0.9,144,2465
Marshall Islands,2/12/2021,590,1.01,151,2585
Marshall Islands,2/13/2021,596,1.02,141,2414
Marshall Islands,2/14/2021,665,1.14,147,2517
Marshall Islands,2/16/2021,726,1.24,187,3201
Marshall Islands,2/17/2021,728,1.25,171,2927
Marshall Islands,2/18/2021,856,1.47,190,3253
Marshall Islands,2/19/2021,1161,1.99,258,4417
Marshall Islands,2/20/2021,1218,2.09,286,4896
Marshall Islands,2/21/2021,1491,2.55,397,6796
Marshall Islands,2/22/2021,1695,2.9,390,6677
Marshall Islands,2/23/2021,1845,3.16,430,7361
Marshall Islands,2/24/2021,2171,3.72,505,8645
Marshall Islands,2/25/2021,2227,3.81,514,8799
Marshall Islands,2/26/2021,2267,3.88,475,8132
Marshall Islands,2/27/2021,2267,3.88,430,7361
Marshall Islands,2/28/2021,2329,3.99,354,6060
Marshall Islands,3/1/2021,2329,3.99,324,5547
Marshall Islands,3/2/2021,2459,4.21,270,4622
Marshall Islands,3/3/2021,2459,4.21,194,3321
Marshall Islands,3/4/2021,2668,4.57,250,4280
Marshall Islands,3/5/2021,2869,4.91,264,4520
Marshall Islands,3/6/2021,3215,5.5,364,6231
Marshall Islands,3/7/2021,3261,5.58,364,6231
Marshall Islands,3/8/2021,3263,5.59,364,6231
Marshall Islands,3/9/2021,3744,6.41,453,7755
Marshall Islands,3/10/2021,4041,6.92,519,8885
Marshall Islands,3/11/2021,4415,7.56,486,8320
Marshall Islands,3/12/2021,4724,8.09,472,8080
Marshall Islands,3/13/2021,4753,8.14,388,6642
Marshall Islands,3/14/2021,4753,8.14,324,5547
Maryland,1/12/2021,6663,0.11,0,0
Maryland,1/13/2021,12706,0.21,31825,5264
Maryland,1/15/2021,15830,0.26,16158,2673
Maryland,1/19/2021,21794,0.36,14481,2395
Maryland,1/20/2021,24355,0.4,11441,1892
Maryland,1/21/2021,28106,0.46,13407,2218
Maryland,1/22/2021,30877,0.51,13258,2193
Maryland,1/23/2021,34090,0.56,14212,2351
Maryland,1/24/2021,37507,0.62,16770,2774
Maryland,1/25/2021,39259,0.65,16637,2752
Maryland,1/26/2021,42228,0.7,16846,2786
Maryland,1/27/2021,48629,0.8,18730,3098
Maryland,1/28/2021,56274,0.93,20043,3315
Maryland,1/29/2021,66582,1.1,22150,3664
Maryland,1/30/2021,76905,1.27,24053,3979
Maryland,1/31/2021,82743,1.37,23844,3944
Maryland,2/1/2021,87039,1.44,25352,4193
Maryland,2/2/2021,88359,1.46,24503,4053
Maryland,2/3/2021,91468,1.51,22451,3714
Maryland,2/4/2021,101425,1.68,21945,3630
Maryland,2/5/2021,115640,1.91,21726,3594
Maryland,2/6/2021,129951,2.15,21580,3569
Maryland,2/7/2021,146335,2.42,22796,3771
Maryland,2/8/2021,150844,2.5,22143,3663
Maryland,2/9/2021,154468,2.56,22275,3684
Maryland,2/10/2021,168844,2.79,24964,4129
Maryland,2/11/2021,181380,3.0,25665,4245
Maryland,2/12/2021,197848,3.27,26306,4351
Maryland,2/13/2021,212923,3.52,26485,4381
Maryland,2/14/2021,231127,3.82,26567,4394
Maryland,2/16/2021,244272,4.04,27854,4607
Maryland,2/17/2021,253696,4.2,26002,4301
Maryland,2/18/2021,265183,4.39,26441,4374
Maryland,2/19/2021,300029,4.96,33219,5495
Maryland,2/20/2021,320657,5.3,34605,5724
Maryland,2/21/2021,342271,5.66,33824,5595
Maryland,2/22/2021,354904,5.87,34580,5720
Maryland,2/23/2021,366689,6.07,34934,5778
Maryland,2/24/2021,383333,6.34,36687,6068
Maryland,2/25/2021,399241,6.6,38368,6346
Maryland,2/26/2021,422523,6.99,32617,5395
Maryland,2/27/2021,447139,7.4,32315,5345
Maryland,2/28/2021,470511,7.78,34031,5629
Maryland,3/1/2021,485911,8.04,36088,5969
Maryland,3/2/2021,495873,8.2,36841,6094
Maryland,3/3/2021,516955,8.55,42073,6959
Maryland,3/4/2021,532972,8.82,42628,7051
Maryland,3/5/2021,550058,9.1,44105,7295
Maryland,3/6/2021,569997,9.43,46529,7696
Maryland,3/7/2021,582970,9.64,45662,7553
Maryland,3/8/2021,628959,10.4,43948,7269
Maryland,3/9/2021,647080,10.7,46381,7672
Maryland,3/10/2021,666478,11.02,43798,7245
Maryland,3/11/2021,688419,11.39,44967,7438
Maryland,3/12/2021,706296,11.68,44438,7350
Maryland,3/13/2021,725097,11.99,45112,7462
Maryland,3/14/2021,740659,12.25,45196,7476
Massachusetts,1/12/2021,19073,0.28,0,0
Massachusetts,1/13/2021,24789,0.36,13361,1938
Massachusetts,1/15/2021,34885,0.51,17698,2568
Massachusetts,1/19/2021,41053,0.6,16399,2379
Massachusetts,1/20/2021,42062,0.61,16150,2343
Massachusetts,1/21/2021,46247,0.67,17092,2480
Massachusetts,1/22/2021,51662,0.75,16207,2351
Massachusetts,1/23/2021,57869,0.84,17195,2495
Massachusetts,1/24/2021,63096,0.92,18826,2731
Massachusetts,1/25/2021,64648,0.94,18595,2698
Massachusetts,1/26/2021,65761,0.95,17689,2566
Massachusetts,1/27/2021,73152,1.06,19112,2773
Massachusetts,1/28/2021,83637,1.21,19602,2844
Massachusetts,1/29/2021,96373,1.4,21411,3106
Massachusetts,1/30/2021,106799,1.55,22016,3194
Massachusetts,1/31/2021,116315,1.69,22768,3303
Massachusetts,2/1/2021,122652,1.78,25047,3634
Massachusetts,2/2/2021,126560,1.84,26111,3788
Massachusetts,2/3/2021,126560,1.84,23029,3341
Massachusetts,2/4/2021,134311,1.95,23228,3370
Massachusetts,2/5/2021,143690,2.08,23510,3411
Massachusetts,2/6/2021,153692,2.23,25720,3732
Massachusetts,2/7/2021,169148,2.45,28727,4168
Massachusetts,2/8/2021,174437,2.53,28204,4092
Massachusetts,2/9/2021,181280,2.63,29538,4286
Massachusetts,2/10/2021,194968,2.83,36924,5357
Massachusetts,2/11/2021,207392,3.01,38812,5631
Massachusetts,2/12/2021,218795,3.17,39662,5754
Massachusetts,2/13/2021,235910,3.42,40349,5854
Massachusetts,2/14/2021,259760,3.77,43617,6328
Massachusetts,2/16/2021,280622,4.07,44945,6521
Massachusetts,2/17/2021,288309,4.18,40922,5937
Massachusetts,2/18/2021,299871,4.35,41458,6015
Massachusetts,2/19/2021,326108,4.73,50527,7331
Massachusetts,2/20/2021,343624,4.99,52268,7583
Massachusetts,2/21/2021,367709,5.33,48704,7066
Massachusetts,2/22/2021,384582,5.58,50396,7312
Massachusetts,2/23/2021,395361,5.74,50460,7321
Massachusetts,2/24/2021,410360,5.95,51877,7527
Massachusetts,2/25/2021,428265,6.21,51691,7500
Massachusetts,2/26/2021,448622,6.51,44151,6406
Massachusetts,2/27/2021,475214,6.89,44129,6402
Massachusetts,2/28/2021,500616,7.26,44201,6413
Massachusetts,3/1/2021,527811,7.66,47791,6934
Massachusetts,3/2/2021,543969,7.89,48248,7000
Massachusetts,3/3/2021,562289,8.16,50086,7267
Massachusetts,3/4/2021,583872,8.47,52052,7552
Massachusetts,3/5/2021,611282,8.87,54321,7881
Massachusetts,3/6/2021,642921,9.33,56816,8243
Massachusetts,3/7/2021,669683,9.72,58920,8548
Massachusetts,3/8/2021,695094,10.08,56508,8198
Massachusetts,3/9/2021,706965,10.26,55479,8049
Massachusetts,3/10/2021,749328,10.87,61397,8908
Massachusetts,3/11/2021,776259,11.26,62186,9022
Massachusetts,3/12/2021,811452,11.77,62530,9072
Massachusetts,3/13/2021,874031,12.68,68528,9942
Massachusetts,3/14/2021,874199,12.68,59056,8568
Michigan,1/12/2021,19472,0.19,0,0
Michigan,1/13/2021,31937,0.32,63834,6392
Michigan,1/15/2021,48536,0.49,45499,4556
Michigan,1/19/2021,62780,0.63,36558,3661
Michigan,1/20/2021,70535,0.71,31013,3105
Michigan,1/21/2021,81014,0.81,31658,3170
Michigan,1/22/2021,92473,0.93,33039,3308
Michigan,1/23/2021,105890,1.06,36947,3700
Michigan,1/24/2021,111243,1.11,38769,3882
Michigan,1/25/2021,116840,1.17,39100,3915
Michigan,1/26/2021,119962,1.2,36954,3700
Michigan,1/27/2021,131282,1.31,37632,3768
Michigan,1/28/2021,143757,1.44,37939,3799
Michigan,1/29/2021,159723,1.6,38744,3879
Michigan,1/30/2021,175117,1.75,38537,3859
Michigan,1/31/2021,190777,1.91,40251,4030
Michigan,2/1/2021,197770,1.98,39730,3978
Michigan,2/2/2021,200265,2.01,39030,3908
Michigan,2/3/2021,214234,2.15,38605,3866
Michigan,2/4/2021,229373,2.3,37770,3782
Michigan,2/5/2021,252963,2.53,38216,3827
Michigan,2/6/2021,282345,2.83,38680,3873
Michigan,2/7/2021,312240,3.13,39273,3932
Michigan,2/8/2021,328801,3.29,39547,3960
Michigan,2/9/2021,343580,3.44,42057,4211
Michigan,2/10/2021,371358,3.72,45237,4530
Michigan,2/11/2021,398177,3.99,47606,4767
Michigan,2/12/2021,425663,4.26,47350,4741
Michigan,2/13/2021,459336,4.6,49239,4930
Michigan,2/14/2021,490997,4.92,50433,5050
Michigan,2/16/2021,515237,5.16,49589,4965
Michigan,2/17/2021,526520,5.27,45997,4606
Michigan,2/18/2021,545553,5.46,43820,4388
Michigan,2/19/2021,591771,5.93,52608,5268
Michigan,2/20/2021,617751,6.19,49455,4952
Michigan,2/21/2021,647617,6.48,46954,4702
Michigan,2/22/2021,670899,6.72,48744,4881
Michigan,2/23/2021,677980,6.79,46929,4699
Michigan,2/24/2021,705514,7.06,51942,5201
Michigan,2/25/2021,740415,7.41,54903,5498
Michigan,2/26/2021,768464,7.69,47438,4750
Michigan,2/27/2021,803702,8.05,51665,5173
Michigan,2/28/2021,830176,8.31,54967,5504
Michigan,3/1/2021,846505,8.48,55008,5508
Michigan,3/2/2021,856892,8.58,57718,5779
Michigan,3/3/2021,866351,8.67,54200,5427
Michigan,3/4/2021,890515,8.92,53383,5345
Michigan,3/5/2021,916288,9.17,55595,5567
Michigan,3/6/2021,940722,9.42,55951,5602
Michigan,3/7/2021,964944,9.66,56925,5700
Michigan,3/8/2021,1002567,10.04,58331,5841
Michigan,3/9/2021,1009603,10.11,56822,5690
Michigan,3/10/2021,1025697,10.27,58203,5828
Michigan,3/11/2021,1050447,10.52,60359,6044
Michigan,3/12/2021,1082171,10.84,61128,6121
Michigan,3/13/2021,1115924,11.17,62789,6287
Michigan,3/14/2021,1156819,11.58,64172,6426
Minnesota,1/12/2021,9798,0.17,0,0
Minnesota,1/13/2021,10426,0.18,3115,552
Minnesota,1/15/2021,27799,0.49,12004,2129
Minnesota,1/19/2021,42116,0.75,12756,2262
Minnesota,1/20/2021,42384,0.75,12456,2209
Minnesota,1/21/2021,46008,0.82,11390,2020
Minnesota,1/22/2021,53940,0.96,11426,2026
Minnesota,1/23/2021,64768,1.15,13389,2374
Minnesota,1/24/2021,67716,1.2,13755,2439
Minnesota,1/25/2021,72266,1.28,15521,2752
Minnesota,1/26/2021,72622,1.29,15558,2759
Minnesota,1/27/2021,75844,1.34,17550,3112
Minnesota,1/28/2021,87269,1.55,20603,3653
Minnesota,1/29/2021,98634,1.75,23159,4106
Minnesota,1/30/2021,107528,1.91,25793,4574
Minnesota,1/31/2021,114255,2.03,28223,5004
Minnesota,2/1/2021,118959,2.11,28495,5053
Minnesota,2/2/2021,119631,2.12,27466,4870
Minnesota,2/3/2021,119631,2.12,25329,4491
Minnesota,2/4/2021,131728,2.34,32973,5847
Minnesota,2/5/2021,131728,2.34,27729,4917
Minnesota,2/6/2021,150576,2.67,31074,5510
Minnesota,2/7/2021,157277,2.79,30049,5328
Minnesota,2/8/2021,160794,2.85,28423,5040
Minnesota,2/9/2021,160794,2.85,27513,4879
Minnesota,2/10/2021,160794,2.85,27513,4879
Minnesota,2/11/2021,176482,3.13,17116,3035
Minnesota,2/12/2021,188872,3.35,21793,3864
Minnesota,2/13/2021,205958,3.65,18302,3245
Minnesota,2/14/2021,224005,3.97,20236,3588
Minnesota,2/16/2021,236228,4.19,23369,4144
Minnesota,2/17/2021,240414,4.26,25699,4557
Minnesota,2/18/2021,257283,4.56,29002,5143
Minnesota,2/19/2021,293643,5.21,37825,6707
Minnesota,2/20/2021,321228,5.7,37976,6734
Minnesota,2/21/2021,344300,6.11,38014,6741
Minnesota,2/22/2021,345351,6.12,35500,6295
Minnesota,2/23/2021,365627,6.48,37341,6621
Minnesota,2/24/2021,374323,6.64,37703,6685
Minnesota,2/25/2021,389777,6.91,37361,6625
Minnesota,2/26/2021,409927,7.27,29997,5319
Minnesota,2/27/2021,435199,7.72,32139,5699
Minnesota,2/28/2021,454008,8.05,36735,6514
Minnesota,3/1/2021,468222,8.3,41617,7379
Minnesota,3/2/2021,474714,8.42,39088,6931
Minnesota,3/3/2021,486432,8.63,41205,7306
Minnesota,3/4/2021,501368,8.89,42011,7449
Minnesota,3/5/2021,521381,9.24,42969,7619
Minnesota,3/6/2021,544905,9.66,43673,7744
Minnesota,3/7/2021,561546,9.96,41066,7282
Minnesota,3/8/2021,592955,10.51,42289,7499
Minnesota,3/9/2021,603801,10.71,43302,7678
Minnesota,3/10/2021,617550,10.95,42062,7458
Minnesota,3/11/2021,646257,11.46,44388,7871
Minnesota,3/12/2021,664825,11.79,44590,7907
Minnesota,3/13/2021,715226,12.68,53259,9444
Minnesota,3/14/2021,715550,12.69,45642,8093
Mississippi,1/12/2021,4832,0.16,0,0
Mississippi,1/13/2021,5722,0.19,6745,2266
Mississippi,1/15/2021,8396,0.28,9928,3336
Mississippi,1/19/2021,9545,0.32,8433,2834
Mississippi,1/20/2021,9979,0.34,8757,2942
Mississippi,1/21/2021,11567,0.39,9263,3112
Mississippi,1/22/2021,13423,0.45,9457,3178
Mississippi,1/23/2021,13423,0.45,8412,2826
Mississippi,1/24/2021,15918,0.53,11241,3777
Mississippi,1/25/2021,16034,0.54,10671,3586
Mississippi,1/26/2021,16134,0.54,9777,3285
Mississippi,1/27/2021,17499,0.59,9665,3247
Mississippi,1/28/2021,19475,0.65,9222,3099
Mississippi,1/29/2021,21354,0.72,8889,2987
Mississippi,1/30/2021,22816,0.77,10280,3454
Mississippi,1/31/2021,24455,0.82,8395,2821
Mississippi,2/1/2021,25077,0.84,8271,2779
Mississippi,2/2/2021,25408,0.85,8302,2790
Mississippi,2/3/2021,27786,0.93,8667,2912
Mississippi,2/4/2021,27786,0.93,7094,2384
Mississippi,2/5/2021,37572,1.26,9019,3030
Mississippi,2/6/2021,47607,1.6,11140,3743
Mississippi,2/7/2021,56140,1.89,12090,4062
Mississippi,2/8/2021,59325,1.99,12653,4251
Mississippi,2/9/2021,60237,2.02,12708,4270
Mississippi,2/10/2021,67829,2.28,13515,4541
Mississippi,2/11/2021,78802,2.65,16356,5496
Mississippi,2/12/2021,89697,3.01,15778,5301
Mississippi,2/13/2021,103462,3.48,15323,5149
Mississippi,2/14/2021,114284,3.84,15167,5096
Mississippi,2/16/2021,119684,4.02,15612,5246
Mississippi,2/17/2021,119684,4.02,13265,4457
Mississippi,2/18/2021,119684,4.02,10423,3502
Mississippi,2/19/2021,131916,4.43,12567,4223
Mississippi,2/20/2021,135591,4.56,10529,3538
Mississippi,2/21/2021,140550,4.72,9131,3068
Mississippi,2/22/2021,144566,4.86,9468,3181
Mississippi,2/23/2021,147697,4.96,9613,3230
Mississippi,2/24/2021,158823,5.34,12443,4181
Mississippi,2/25/2021,159155,5.35,12517,4206
Mississippi,2/26/2021,181808,6.11,13282,4463
Mississippi,2/27/2021,193966,6.52,16004,5377
Mississippi,2/28/2021,206850,6.95,18305,6151
Mississippi,3/1/2021,216072,7.26,19723,6627
Mississippi,3/2/2021,220081,7.39,20112,6758
Mississippi,3/3/2021,228512,7.68,20044,6735
Mississippi,3/4/2021,237488,7.98,22804,7662
Mississippi,3/5/2021,247826,8.33,20469,6878
Mississippi,3/6/2021,255966,8.6,20482,6882
Mississippi,3/7/2021,265467,8.92,20778,6982
Mississippi,3/8/2021,278797,9.37,19879,6679
Mississippi,3/9/2021,280373,9.42,19173,6442
Mississippi,3/10/2021,289830,9.74,19362,6506
Mississippi,3/11/2021,298373,10.03,19713,6624
Mississippi,3/12/2021,298916,10.04,16281,5470
Mississippi,3/13/2021,326150,10.96,22880,7688
Mississippi,3/14/2021,326212,10.96,18898,6350
Missouri,1/12/2021,22155,0.36,0,0
Missouri,1/13/2021,22155,0.36,0,0
Missouri,1/15/2021,36525,0.6,9554,1557
Missouri,1/19/2021,45368,0.74,10639,1733
Missouri,1/20/2021,49330,0.8,11813,1925
Missouri,1/21/2021,58782,0.96,12867,2096
Missouri,1/22/2021,66699,1.09,13607,2217
Missouri,1/23/2021,68466,1.12,12832,2091
Missouri,1/24/2021,73248,1.19,14912,2430
